domain,analysis_level,score,dem_count,rep_count,classification,total_count,dimension,sentiment_cat,topic,local_cat,has_local,dimension_count
www.caller.com,sentiment_cat_topic,100.0,0,0,Both,0,,Negative,Non Politics,,False,3
www.caller.com,full_combination,100.0,0,4,Republican,4,,Positive,Mixed,local,True,2
www.caller.com,full_combination,100.0,1,0,Democrat,1,,Positive,Mixed,non_local,True,2
www.caller.com,full_combination,100.0,1,2,Republican,3,,Positive,Politics,local,True,2
www.caller.com,full_combination,100.0,1,0,Democrat,1,,Positive,Politics,non_local,True,2
www.caller.com,full_combination,100.0,0,0,Both,0,,Positive,Non Politics,local,True,2
www.caller.com,full_combination,100.0,1,0,Democrat,1,,Positive,Non Politics,non_local,True,2
www.caller.com,full_combination,100.0,1,0,Democrat,1,,Negative,Mixed,local,True,2
www.caller.com,full_combination,100.0,1,1,Both,2,,Negative,Mixed,non_local,True,2
www.caller.com,full_combination,100.0,1,0,Democrat,1,,Negative,Politics,local,True,2
www.caller.com,full_combination,100.0,1,2,Republican,3,,Negative,Politics,non_local,True,2
www.caller.com,full_combination,100.0,0,0,Both,0,,Negative,Non Politics,local,True,2
www.caller.com,full_combination,100.0,0,0,Both,0,,Negative,Non Politics,non_local,True,2
www.lamag.com,domain_only,100.0,6,2,Democrat,8,,,,,False,1
www.lamag.com,single_dimension,100.0,5,1,Democrat,6,sentiment_cat,Positive,,,False,1
www.lamag.com,single_dimension,100.0,1,1,Both,2,sentiment_cat,Negative,,,False,1
www.lamag.com,single_dimension,100.0,2,1,Democrat,3,topic,,Mixed,,False,1
www.lamag.com,single_dimension,100.0,3,0,Democrat,3,topic,,Non Politics,,False,1
www.lamag.com,single_dimension,100.0,1,1,Both,2,topic,,Politics,,False,1
www.lamag.com,single_dimension,100.0,4,1,Democrat,5,local_cat,,,local,False,1
www.lamag.com,single_dimension,100.0,2,1,Democrat,3,local_cat,,,non_local,False,1
www.lamag.com,sentiment_cat_topic,100.0,2,0,Democrat,2,,Positive,Mixed,,False,3
www.lamag.com,sentiment_cat_topic,100.0,2,0,Democrat,2,,Positive,Non Politics,,False,3
www.lamag.com,sentiment_cat_topic,100.0,1,1,Both,2,,Positive,Politics,,False,3
www.lamag.com,sentiment_cat_topic,100.0,0,1,Republican,1,,Negative,Mixed,,False,3
www.lamag.com,sentiment_cat_topic,100.0,1,0,Democrat,1,,Negative,Non Politics,,False,3
www.lamag.com,sentiment_cat_topic,100.0,0,0,Both,0,,Negative,Politics,,False,3
www.lamag.com,full_combination,100.0,1,0,Democrat,1,,Positive,Mixed,local,True,2
www.lamag.com,full_combination,100.0,1,0,Democrat,1,,Positive,Mixed,non_local,True,2
www.lamag.com,full_combination,100.0,2,0,Democrat,2,,Positive,Non Politics,local,True,2
www.lamag.com,full_combination,100.0,0,0,Both,0,,Positive,Non Politics,non_local,True,2
www.lamag.com,full_combination,100.0,0,0,Both,0,,Positive,Politics,local,True,2
www.lamag.com,full_combination,100.0,1,1,Both,2,,Positive,Politics,non_local,True,2
www.lamag.com,full_combination,100.0,0,1,Republican,1,,Negative,Mixed,local,True,2
www.lamag.com,full_combination,100.0,0,0,Both,0,,Negative,Mixed,non_local,True,2
www.lamag.com,full_combination,100.0,1,0,Democrat,1,,Negative,Non Politics,local,True,2
www.lamag.com,full_combination,100.0,0,0,Both,0,,Negative,Non Politics,non_local,True,2
www.lamag.com,full_combination,100.0,0,0,Both,0,,Negative,Politics,local,True,2
www.lamag.com,full_combination,100.0,0,0,Both,0,,Negative,Politics,non_local,True,2
www.thedenverchannel.com,domain_only,100.0,65,7,Democrat,72,,,,,False,1
www.thedenverchannel.com,single_dimension,100.0,49,5,Democrat,54,sentiment_cat,Positive,,,False,1
www.thedenverchannel.com,single_dimension,100.0,16,2,Democrat,18,sentiment_cat,Negative,,,False,1
www.thedenverchannel.com,single_dimension,100.0,20,2,Democrat,22,topic,,Politics,,False,1
www.thedenverchannel.com,single_dimension,100.0,14,2,Democrat,16,topic,,Non Politics,,False,1
www.thedenverchannel.com,single_dimension,100.0,31,3,Democrat,34,topic,,Mixed,,False,1
www.thedenverchannel.com,single_dimension,100.0,27,2,Democrat,29,local_cat,,,local,False,1
www.thedenverchannel.com,single_dimension,100.0,38,5,Democrat,43,local_cat,,,non_local,False,1
www.thedenverchannel.com,sentiment_cat_topic,100.0,15,2,Democrat,17,,Positive,Politics,,False,3
www.thedenverchannel.com,sentiment_cat_topic,100.0,12,1,Democrat,13,,Positive,Non Politics,,False,3
www.thedenverchannel.com,sentiment_cat_topic,100.0,22,2,Democrat,24,,Positive,Mixed,,False,3
www.thedenverchannel.com,sentiment_cat_topic,100.0,5,0,Democrat,5,,Negative,Politics,,False,3
www.thedenverchannel.com,sentiment_cat_topic,100.0,2,1,Democrat,3,,Negative,Non Politics,,False,3
www.thedenverchannel.com,sentiment_cat_topic,100.0,9,1,Democrat,10,,Negative,Mixed,,False,3
www.thedenverchannel.com,full_combination,100.0,7,1,Democrat,8,,Positive,Politics,local,True,2
www.thedenverchannel.com,full_combination,100.0,8,1,Democrat,9,,Positive,Politics,non_local,True,2
www.thedenverchannel.com,full_combination,100.0,6,0,Democrat,6,,Positive,Non Politics,local,True,2
www.thedenverchannel.com,full_combination,100.0,6,1,Democrat,7,,Positive,Non Politics,non_local,True,2
www.thedenverchannel.com,full_combination,100.0,7,1,Democrat,8,,Positive,Mixed,local,True,2
www.thedenverchannel.com,full_combination,100.0,15,1,Democrat,16,,Positive,Mixed,non_local,True,2
www.thedenverchannel.com,full_combination,100.0,2,0,Democrat,2,,Negative,Politics,local,True,2
www.thedenverchannel.com,full_combination,100.0,3,0,Democrat,3,,Negative,Politics,non_local,True,2
www.thedenverchannel.com,full_combination,100.0,1,0,Democrat,1,,Negative,Non Politics,local,True,2
www.thedenverchannel.com,full_combination,100.0,1,1,Both,2,,Negative,Non Politics,non_local,True,2
www.thedenverchannel.com,full_combination,100.0,4,0,Democrat,4,,Negative,Mixed,local,True,2
www.thedenverchannel.com,full_combination,100.0,5,1,Democrat,6,,Negative,Mixed,non_local,True,2
www.thisisinsider.com,domain_only,100.0,2,0,Democrat,2,,,,,False,1
www.thisisinsider.com,single_dimension,100.0,0,0,Both,0,sentiment_cat,Positive,,,False,1
www.thisisinsider.com,single_dimension,100.0,2,0,Democrat,2,sentiment_cat,Negative,,,False,1
www.thisisinsider.com,single_dimension,100.0,1,0,Democrat,1,topic,,Mixed,,False,1
www.thisisinsider.com,single_dimension,100.0,1,0,Democrat,1,topic,,Politics,,False,1
www.thisisinsider.com,single_dimension,100.0,0,0,Both,0,local_cat,,,local,False,1
www.thisisinsider.com,single_dimension,100.0,2,0,Democrat,2,local_cat,,,non_local,False,1
www.thisisinsider.com,sentiment_cat_topic,100.0,0,0,Both,0,,Positive,Mixed,,False,3
www.thisisinsider.com,sentiment_cat_topic,100.0,0,0,Both,0,,Positive,Politics,,False,3
www.thisisinsider.com,sentiment_cat_topic,100.0,1,0,Democrat,1,,Negative,Mixed,,False,3
www.thisisinsider.com,sentiment_cat_topic,100.0,1,0,Democrat,1,,Negative,Politics,,False,3
www.thisisinsider.com,full_combination,100.0,0,0,Both,0,,Positive,Mixed,local,True,2
www.thisisinsider.com,full_combination,100.0,0,0,Both,0,,Positive,Mixed,non_local,True,2
www.thisisinsider.com,full_combination,100.0,0,0,Both,0,,Positive,Politics,local,True,2
www.thisisinsider.com,full_combination,100.0,0,0,Both,0,,Positive,Politics,non_local,True,2
www.thisisinsider.com,full_combination,100.0,0,0,Both,0,,Negative,Mixed,local,True,2
www.thisisinsider.com,full_combination,100.0,1,0,Democrat,1,,Negative,Mixed,non_local,True,2
www.thisisinsider.com,full_combination,100.0,0,0,Both,0,,Negative,Politics,local,True,2
www.thisisinsider.com,full_combination,100.0,1,0,Democrat,1,,Negative,Politics,non_local,True,2
www.vcstar.com,domain_only,100.0,19,1,Democrat,20,,,,,False,1
www.vcstar.com,single_dimension,100.0,15,1,Democrat,16,sentiment_cat,Positive,,,False,1
www.vcstar.com,single_dimension,100.0,4,0,Democrat,4,sentiment_cat,Negative,,,False,1
www.vcstar.com,single_dimension,100.0,12,1,Democrat,13,topic,,Mixed,,False,1
www.vcstar.com,single_dimension,100.0,3,0,Democrat,3,topic,,Non Politics,,False,1
www.vcstar.com,single_dimension,100.0,4,0,Democrat,4,topic,,Politics,,False,1
www.vcstar.com,single_dimension,100.0,6,1,Democrat,7,local_cat,,,local,False,1
www.vcstar.com,single_dimension,100.0,13,0,Democrat,13,local_cat,,,non_local,False,1
www.vcstar.com,sentiment_cat_topic,100.0,10,1,Democrat,11,,Positive,Mixed,,False,3
www.vcstar.com,sentiment_cat_topic,100.0,2,0,Democrat,2,,Positive,Non Politics,,False,3
www.vcstar.com,sentiment_cat_topic,100.0,3,0,Democrat,3,,Positive,Politics,,False,3
www.vcstar.com,sentiment_cat_topic,100.0,2,0,Democrat,2,,Negative,Mixed,,False,3
www.vcstar.com,sentiment_cat_topic,100.0,1,0,Democrat,1,,Negative,Non Politics,,False,3
www.vcstar.com,sentiment_cat_topic,100.0,1,0,Democrat,1,,Negative,Politics,,False,3
www.vcstar.com,full_combination,100.0,3,1,Democrat,4,,Positive,Mixed,local,True,2
www.vcstar.com,full_combination,100.0,7,0,Democrat,7,,Positive,Mixed,non_local,True,2
www.vcstar.com,full_combination,100.0,1,0,Democrat,1,,Positive,Non Politics,local,True,2
www.vcstar.com,full_combination,100.0,1,0,Democrat,1,,Positive,Non Politics,non_local,True,2
www.vcstar.com,full_combination,100.0,1,0,Democrat,1,,Positive,Politics,local,True,2
www.vcstar.com,full_combination,100.0,2,0,Democrat,2,,Positive,Politics,non_local,True,2
www.vcstar.com,full_combination,100.0,1,0,Democrat,1,,Negative,Mixed,local,True,2
www.vcstar.com,full_combination,100.0,1,0,Democrat,1,,Negative,Mixed,non_local,True,2
www.vcstar.com,full_combination,100.0,0,0,Both,0,,Negative,Non Politics,local,True,2
www.vcstar.com,full_combination,100.0,1,0,Democrat,1,,Negative,Non Politics,non_local,True,2
www.vcstar.com,full_combination,100.0,0,0,Both,0,,Negative,Politics,local,True,2
www.vcstar.com,full_combination,100.0,1,0,Democrat,1,,Negative,Politics,non_local,True,2
pantagraph.com,domain_only,85.0,0,7,Republican,7,,,,,False,1
pantagraph.com,single_dimension,85.0,0,5,Republican,5,sentiment_cat,Positive,,,False,1
pantagraph.com,single_dimension,85.0,0,2,Republican,2,sentiment_cat,Negative,,,False,1
pantagraph.com,single_dimension,85.0,0,4,Republican,4,topic,,Mixed,,False,1
pantagraph.com,single_dimension,85.0,0,3,Republican,3,topic,,Non Politics,,False,1
pantagraph.com,single_dimension,85.0,0,3,Republican,3,local_cat,,,local,False,1
pantagraph.com,single_dimension,85.0,0,4,Republican,4,local_cat,,,non_local,False,1
pantagraph.com,sentiment_cat_topic,85.0,0,3,Republican,3,,Positive,Mixed,,False,3
pantagraph.com,sentiment_cat_topic,85.0,0,2,Republican,2,,Positive,Non Politics,,False,3
pantagraph.com,sentiment_cat_topic,85.0,0,1,Republican,1,,Negative,Mixed,,False,3
pantagraph.com,sentiment_cat_topic,85.0,0,1,Republican,1,,Negative,Non Politics,,False,3
pantagraph.com,full_combination,85.0,0,2,Republican,2,,Positive,Mixed,local,True,2
pantagraph.com,full_combination,85.0,0,1,Republican,1,,Positive,Mixed,non_local,True,2
pantagraph.com,full_combination,85.0,0,0,Both,0,,Positive,Non Politics,local,True,2
pantagraph.com,full_combination,85.0,0,2,Republican,2,,Positive,Non Politics,non_local,True,2
pantagraph.com,full_combination,85.0,0,1,Republican,1,,Negative,Mixed,local,True,2
pantagraph.com,full_combination,85.0,0,0,Both,0,,Negative,Mixed,non_local,True,2
pantagraph.com,full_combination,85.0,0,0,Both,0,,Negative,Non Politics,local,True,2
pantagraph.com,full_combination,85.0,0,1,Republican,1,,Negative,Non Politics,non_local,True,2
jg-tc.com,domain_only,72.5,0,4,Republican,4,,,,,False,1
jg-tc.com,single_dimension,72.5,0,4,Republican,4,sentiment_cat,Positive,,,False,1
jg-tc.com,single_dimension,72.5,0,0,Both,0,sentiment_cat,Negative,,,False,1
jg-tc.com,single_dimension,72.5,0,1,Republican,1,topic,,Politics,,False,1
jg-tc.com,single_dimension,72.5,0,2,Republican,2,topic,,Mixed,,False,1
jg-tc.com,single_dimension,72.5,0,1,Republican,1,topic,,Non Politics,,False,1
jg-tc.com,single_dimension,72.5,0,1,Republican,1,local_cat,,,local,False,1
jg-tc.com,single_dimension,72.5,0,3,Republican,3,local_cat,,,non_local,False,1
jg-tc.com,sentiment_cat_topic,72.5,0,1,Republican,1,,Positive,Politics,,False,3
jg-tc.com,sentiment_cat_topic,72.5,0,2,Republican,2,,Positive,Mixed,,False,3
jg-tc.com,sentiment_cat_topic,72.5,0,1,Republican,1,,Positive,Non Politics,,False,3
jg-tc.com,sentiment_cat_topic,72.5,0,0,Both,0,,Negative,Politics,,False,3
jg-tc.com,sentiment_cat_topic,72.5,0,0,Both,0,,Negative,Mixed,,False,3
jg-tc.com,sentiment_cat_topic,72.5,0,0,Both,0,,Negative,Non Politics,,False,3
jg-tc.com,full_combination,72.5,0,0,Both,0,,Positive,Politics,local,True,2
jg-tc.com,full_combination,72.5,0,1,Republican,1,,Positive,Politics,non_local,True,2
jg-tc.com,full_combination,72.5,0,1,Republican,1,,Positive,Mixed,local,True,2
jg-tc.com,full_combination,72.5,0,1,Republican,1,,Positive,Mixed,non_local,True,2
jg-tc.com,full_combination,72.5,0,0,Both,0,,Positive,Non Politics,local,True,2
jg-tc.com,full_combination,72.5,0,1,Republican,1,,Positive,Non Politics,non_local,True,2
jg-tc.com,full_combination,72.5,0,0,Both,0,,Negative,Politics,local,True,2
jg-tc.com,full_combination,72.5,0,0,Both,0,,Negative,Politics,non_local,True,2
jg-tc.com,full_combination,72.5,0,0,Both,0,,Negative,Mixed,local,True,2
jg-tc.com,full_combination,72.5,0,0,Both,0,,Negative,Mixed,non_local,True,2
jg-tc.com,full_combination,72.5,0,0,Both,0,,Negative,Non Politics,local,True,2
jg-tc.com,full_combination,72.5,0,0,Both,0,,Negative,Non Politics,non_local,True,2
iowacapitaldispatch.com,domain_only,87.5,8,9,Both,17,,,,,False,1
iowacapitaldispatch.com,single_dimension,87.5,6,7,Both,13,sentiment_cat,Positive,,,False,1
iowacapitaldispatch.com,single_dimension,87.5,2,2,Both,4,sentiment_cat,Negative,,,False,1
iowacapitaldispatch.com,single_dimension,87.5,5,5,Both,10,topic,,Politics,,False,1
iowacapitaldispatch.com,single_dimension,87.5,3,4,Both,7,topic,,Mixed,,False,1
iowacapitaldispatch.com,single_dimension,87.5,6,2,Democrat,8,local_cat,,,local,False,1
iowacapitaldispatch.com,single_dimension,87.5,2,7,Republican,9,local_cat,,,non_local,False,1
iowacapitaldispatch.com,sentiment_cat_topic,87.5,4,5,Both,9,,Positive,Politics,,False,3
iowacapitaldispatch.com,sentiment_cat_topic,87.5,2,2,Both,4,,Positive,Mixed,,False,3
iowacapitaldispatch.com,sentiment_cat_topic,87.5,1,0,Democrat,1,,Negative,Politics,,False,3
iowacapitaldispatch.com,sentiment_cat_topic,87.5,1,2,Republican,3,,Negative,Mixed,,False,3
iowacapitaldispatch.com,full_combination,87.5,4,1,Democrat,5,,Positive,Politics,local,True,2
iowacapitaldispatch.com,full_combination,87.5,0,4,Republican,4,,Positive,Politics,non_local,True,2
iowacapitaldispatch.com,full_combination,87.5,2,1,Democrat,3,,Positive,Mixed,local,True,2
iowacapitaldispatch.com,full_combination,87.5,0,1,Republican,1,,Positive,Mixed,non_local,True,2
iowacapitaldispatch.com,full_combination,87.5,0,0,Both,0,,Negative,Politics,local,True,2
iowacapitaldispatch.com,full_combination,87.5,1,0,Democrat,1,,Negative,Politics,non_local,True,2
iowacapitaldispatch.com,full_combination,87.5,0,0,Both,0,,Negative,Mixed,local,True,2
iowacapitaldispatch.com,full_combination,87.5,1,2,Republican,3,,Negative,Mixed,non_local,True,2
www.thehawkeye.com,domain_only,100.0,1,1,Both,2,,,,,False,1
www.thehawkeye.com,single_dimension,100.0,1,0,Democrat,1,sentiment_cat,Positive,,,False,1
www.thehawkeye.com,single_dimension,100.0,0,1,Republican,1,sentiment_cat,Negative,,,False,1
www.thehawkeye.com,single_dimension,100.0,0,1,Republican,1,topic,,Mixed,,False,1
www.thehawkeye.com,single_dimension,100.0,1,0,Democrat,1,topic,,Politics,,False,1
www.thehawkeye.com,single_dimension,100.0,1,0,Democrat,1,local_cat,,,local,False,1
www.thehawkeye.com,single_dimension,100.0,0,1,Republican,1,local_cat,,,non_local,False,1
www.thehawkeye.com,sentiment_cat_topic,100.0,0,0,Both,0,,Positive,Mixed,,False,3
www.thehawkeye.com,sentiment_cat_topic,100.0,1,0,Democrat,1,,Positive,Politics,,False,3
www.thehawkeye.com,sentiment_cat_topic,100.0,0,1,Republican,1,,Negative,Mixed,,False,3
www.thehawkeye.com,sentiment_cat_topic,100.0,0,0,Both,0,,Negative,Politics,,False,3
www.thehawkeye.com,full_combination,100.0,0,0,Both,0,,Positive,Mixed,local,True,2
www.thehawkeye.com,full_combination,100.0,0,0,Both,0,,Positive,Mixed,non_local,True,2
www.thehawkeye.com,full_combination,100.0,1,0,Democrat,1,,Positive,Politics,local,True,2
www.thehawkeye.com,full_combination,100.0,0,0,Both,0,,Positive,Politics,non_local,True,2
www.thehawkeye.com,full_combination,100.0,0,0,Both,0,,Negative,Mixed,local,True,2
www.thehawkeye.com,full_combination,100.0,0,1,Republican,1,,Negative,Mixed,non_local,True,2
www.thehawkeye.com,full_combination,100.0,0,0,Both,0,,Negative,Politics,local,True,2
www.thehawkeye.com,full_combination,100.0,0,0,Both,0,,Negative,Politics,non_local,True,2
www.rawstory.com,domain_only,100.0,31,4,Democrat,35,,,,,False,1
www.rawstory.com,single_dimension,100.0,13,1,Democrat,14,sentiment_cat,Positive,,,False,1
www.rawstory.com,single_dimension,100.0,18,3,Democrat,21,sentiment_cat,Negative,,,False,1
www.rawstory.com,single_dimension,100.0,19,0,Democrat,19,topic,,Politics,,False,1
www.rawstory.com,single_dimension,100.0,1,2,Republican,3,topic,,Non Politics,,False,1
www.rawstory.com,single_dimension,100.0,11,2,Democrat,13,topic,,Mixed,,False,1
www.rawstory.com,single_dimension,100.0,9,0,Democrat,9,local_cat,,,local,False,1
www.rawstory.com,single_dimension,100.0,22,4,Democrat,26,local_cat,,,non_local,False,1
www.rawstory.com,sentiment_cat_topic,100.0,7,0,Democrat,7,,Positive,Politics,,False,3
www.rawstory.com,sentiment_cat_topic,100.0,0,0,Both,0,,Positive,Non Politics,,False,3
www.rawstory.com,sentiment_cat_topic,100.0,6,1,Democrat,7,,Positive,Mixed,,False,3
www.rawstory.com,sentiment_cat_topic,100.0,12,0,Democrat,12,,Negative,Politics,,False,3
www.rawstory.com,sentiment_cat_topic,100.0,1,2,Republican,3,,Negative,Non Politics,,False,3
www.rawstory.com,sentiment_cat_topic,100.0,5,1,Democrat,6,,Negative,Mixed,,False,3
www.rawstory.com,full_combination,100.0,2,0,Democrat,2,,Positive,Politics,local,True,2
www.rawstory.com,full_combination,100.0,5,0,Democrat,5,,Positive,Politics,non_local,True,2
www.rawstory.com,full_combination,100.0,0,0,Both,0,,Positive,Non Politics,local,True,2
www.rawstory.com,full_combination,100.0,0,0,Both,0,,Positive,Non Politics,non_local,True,2
www.rawstory.com,full_combination,100.0,3,0,Democrat,3,,Positive,Mixed,local,True,2
www.rawstory.com,full_combination,100.0,3,1,Democrat,4,,Positive,Mixed,non_local,True,2
www.rawstory.com,full_combination,100.0,3,0,Democrat,3,,Negative,Politics,local,True,2
www.rawstory.com,full_combination,100.0,9,0,Democrat,9,,Negative,Politics,non_local,True,2
www.rawstory.com,full_combination,100.0,0,0,Both,0,,Negative,Non Politics,local,True,2
www.rawstory.com,full_combination,100.0,1,2,Republican,3,,Negative,Non Politics,non_local,True,2
www.rawstory.com,full_combination,100.0,1,0,Democrat,1,,Negative,Mixed,local,True,2
www.rawstory.com,full_combination,100.0,4,1,Democrat,5,,Negative,Mixed,non_local,True,2
www.whattoexpect.com,domain_only,87.5,1,0,Democrat,1,,,,,False,1
www.whattoexpect.com,single_dimension,87.5,1,0,Democrat,1,sentiment_cat,Positive,,,False,1
www.whattoexpect.com,single_dimension,87.5,0,0,Both,0,sentiment_cat,Negative,,,False,1
www.whattoexpect.com,single_dimension,87.5,1,0,Democrat,1,topic,,Mixed,,False,1
www.whattoexpect.com,single_dimension,87.5,0,0,Both,0,local_cat,,,local,False,1
www.whattoexpect.com,single_dimension,87.5,1,0,Democrat,1,local_cat,,,non_local,False,1
www.whattoexpect.com,sentiment_cat_topic,87.5,1,0,Democrat,1,,Positive,Mixed,,False,3
www.whattoexpect.com,sentiment_cat_topic,87.5,0,0,Both,0,,Negative,Mixed,,False,3
www.whattoexpect.com,full_combination,87.5,0,0,Both,0,,Positive,Mixed,local,True,2
www.whattoexpect.com,full_combination,87.5,1,0,Democrat,1,,Positive,Mixed,non_local,True,2
www.whattoexpect.com,full_combination,87.5,0,0,Both,0,,Negative,Mixed,local,True,2
www.whattoexpect.com,full_combination,87.5,0,0,Both,0,,Negative,Mixed,non_local,True,2
www.cantondailyledger.com,domain_only,95.0,5,0,Democrat,5,,,,,False,1
www.cantondailyledger.com,single_dimension,95.0,5,0,Democrat,5,sentiment_cat,Positive,,,False,1
www.cantondailyledger.com,single_dimension,95.0,0,0,Both,0,sentiment_cat,Negative,,,False,1
www.cantondailyledger.com,single_dimension,95.0,2,0,Democrat,2,topic,,Mixed,,False,1
www.cantondailyledger.com,single_dimension,95.0,2,0,Democrat,2,topic,,Politics,,False,1
www.cantondailyledger.com,single_dimension,95.0,1,0,Democrat,1,topic,,Non Politics,,False,1
www.cantondailyledger.com,single_dimension,95.0,4,0,Democrat,4,local_cat,,,local,False,1
www.cantondailyledger.com,single_dimension,95.0,1,0,Democrat,1,local_cat,,,non_local,False,1
www.cantondailyledger.com,sentiment_cat_topic,95.0,2,0,Democrat,2,,Positive,Mixed,,False,3
www.cantondailyledger.com,sentiment_cat_topic,95.0,2,0,Democrat,2,,Positive,Politics,,False,3
www.cantondailyledger.com,sentiment_cat_topic,95.0,1,0,Democrat,1,,Positive,Non Politics,,False,3
www.cantondailyledger.com,sentiment_cat_topic,95.0,0,0,Both,0,,Negative,Mixed,,False,3
www.cantondailyledger.com,sentiment_cat_topic,95.0,0,0,Both,0,,Negative,Politics,,False,3
www.cantondailyledger.com,sentiment_cat_topic,95.0,0,0,Both,0,,Negative,Non Politics,,False,3
www.cantondailyledger.com,full_combination,95.0,2,0,Democrat,2,,Positive,Mixed,local,True,2
www.cantondailyledger.com,full_combination,95.0,0,0,Both,0,,Positive,Mixed,non_local,True,2
www.cantondailyledger.com,full_combination,95.0,1,0,Democrat,1,,Positive,Politics,local,True,2
www.cantondailyledger.com,full_combination,95.0,1,0,Democrat,1,,Positive,Politics,non_local,True,2
www.cantondailyledger.com,full_combination,95.0,1,0,Democrat,1,,Positive,Non Politics,local,True,2
www.cantondailyledger.com,full_combination,95.0,0,0,Both,0,,Positive,Non Politics,non_local,True,2
www.cantondailyledger.com,full_combination,95.0,0,0,Both,0,,Negative,Mixed,local,True,2
www.cantondailyledger.com,full_combination,95.0,0,0,Both,0,,Negative,Mixed,non_local,True,2
www.cantondailyledger.com,full_combination,95.0,0,0,Both,0,,Negative,Politics,local,True,2
www.cantondailyledger.com,full_combination,95.0,0,0,Both,0,,Negative,Politics,non_local,True,2
www.cantondailyledger.com,full_combination,95.0,0,0,Both,0,,Negative,Non Politics,local,True,2
www.cantondailyledger.com,full_combination,95.0,0,0,Both,0,,Negative,Non Politics,non_local,True,2
www.ncpolicywatch.com,domain_only,80.0,1,0,Democrat,1,,,,,False,1
www.ncpolicywatch.com,single_dimension,80.0,0,0,Both,0,sentiment_cat,Positive,,,False,1
www.ncpolicywatch.com,single_dimension,80.0,1,0,Democrat,1,sentiment_cat,Negative,,,False,1
www.ncpolicywatch.com,single_dimension,80.0,1,0,Democrat,1,topic,,Politics,,False,1
www.ncpolicywatch.com,single_dimension,80.0,1,0,Democrat,1,local_cat,,,local,False,1
www.ncpolicywatch.com,single_dimension,80.0,0,0,Both,0,local_cat,,,non_local,False,1
www.ncpolicywatch.com,sentiment_cat_topic,80.0,0,0,Both,0,,Positive,Politics,,False,3
www.ncpolicywatch.com,sentiment_cat_topic,80.0,1,0,Democrat,1,,Negative,Politics,,False,3
www.ncpolicywatch.com,full_combination,80.0,0,0,Both,0,,Positive,Politics,local,True,2
www.ncpolicywatch.com,full_combination,80.0,0,0,Both,0,,Positive,Politics,non_local,True,2
www.ncpolicywatch.com,full_combination,80.0,1,0,Democrat,1,,Negative,Politics,local,True,2
www.ncpolicywatch.com,full_combination,80.0,0,0,Both,0,,Negative,Politics,non_local,True,2
herald-review.com,domain_only,85.0,5,15,Republican,20,,,,,False,1
herald-review.com,single_dimension,85.0,4,13,Republican,17,sentiment_cat,Positive,,,False,1
herald-review.com,single_dimension,85.0,1,2,Republican,3,sentiment_cat,Negative,,,False,1
herald-review.com,single_dimension,85.0,4,8,Republican,12,topic,,Mixed,,False,1
herald-review.com,single_dimension,85.0,1,3,Republican,4,topic,,Politics,,False,1
herald-review.com,single_dimension,85.0,0,4,Republican,4,topic,,Non Politics,,False,1
herald-review.com,single_dimension,85.0,3,11,Republican,14,local_cat,,,local,False,1
herald-review.com,single_dimension,85.0,2,4,Republican,6,local_cat,,,non_local,False,1
herald-review.com,sentiment_cat_topic,85.0,3,8,Republican,11,,Positive,Mixed,,False,3
herald-review.com,sentiment_cat_topic,85.0,1,2,Republican,3,,Positive,Politics,,False,3
herald-review.com,sentiment_cat_topic,85.0,0,3,Republican,3,,Positive,Non Politics,,False,3
herald-review.com,sentiment_cat_topic,85.0,1,0,Democrat,1,,Negative,Mixed,,False,3
herald-review.com,sentiment_cat_topic,85.0,0,1,Republican,1,,Negative,Politics,,False,3
herald-review.com,sentiment_cat_topic,85.0,0,1,Republican,1,,Negative,Non Politics,,False,3
herald-review.com,full_combination,85.0,2,5,Republican,7,,Positive,Mixed,local,True,2
herald-review.com,full_combination,85.0,1,3,Republican,4,,Positive,Mixed,non_local,True,2
herald-review.com,full_combination,85.0,1,2,Republican,3,,Positive,Politics,local,True,2
herald-review.com,full_combination,85.0,0,0,Both,0,,Positive,Politics,non_local,True,2
herald-review.com,full_combination,85.0,0,3,Republican,3,,Positive,Non Politics,local,True,2
herald-review.com,full_combination,85.0,0,0,Both,0,,Positive,Non Politics,non_local,True,2
herald-review.com,full_combination,85.0,0,0,Both,0,,Negative,Mixed,local,True,2
herald-review.com,full_combination,85.0,1,0,Democrat,1,,Negative,Mixed,non_local,True,2
herald-review.com,full_combination,85.0,0,0,Both,0,,Negative,Politics,local,True,2
herald-review.com,full_combination,85.0,0,1,Republican,1,,Negative,Politics,non_local,True,2
herald-review.com,full_combination,85.0,0,1,Republican,1,,Negative,Non Politics,local,True,2
herald-review.com,full_combination,85.0,0,0,Both,0,,Negative,Non Politics,non_local,True,2
thegrio.com,domain_only,100.0,34,0,Democrat,34,,,,,False,1
thegrio.com,single_dimension,100.0,26,0,Democrat,26,sentiment_cat,Positive,,,False,1
thegrio.com,single_dimension,100.0,8,0,Democrat,8,sentiment_cat,Negative,,,False,1
thegrio.com,single_dimension,100.0,15,0,Democrat,15,topic,,Politics,,False,1
thegrio.com,single_dimension,100.0,18,0,Democrat,18,topic,,Mixed,,False,1
thegrio.com,single_dimension,100.0,1,0,Democrat,1,topic,,Non Politics,,False,1
thegrio.com,single_dimension,100.0,5,0,Democrat,5,local_cat,,,local,False,1
thegrio.com,single_dimension,100.0,29,0,Democrat,29,local_cat,,,non_local,False,1
