domain,analysis_level,score,dem_count,rep_count,classification,total_count,dimension,sentiment_cat,topic,local_cat,has_local,dimension_count
www.washingtonpost.com,domain_only,100.0,6860,1950,Democrat,8810,,,,,False,1
www.washingtonpost.com,single_dimension,100.0,4028,1134,Democrat,5162,sentiment_cat,Positive,,,False,1
www.washingtonpost.com,single_dimension,100.0,2832,816,Democrat,3648,sentiment_cat,Negative,,,False,1
www.washingtonpost.com,single_dimension,100.0,3143,1069,Democrat,4212,topic,,Politics,,False,1
www.washingtonpost.com,single_dimension,100.0,3249,748,Democrat,3997,topic,,Mixed,,False,1
www.washingtonpost.com,single_dimension,100.0,468,133,Democrat,601,topic,,Non Politics,,False,1
www.washingtonpost.com,single_dimension,100.0,1261,253,Democrat,1514,local_cat,,,local,False,1
www.washingtonpost.com,single_dimension,100.0,5599,1697,Democrat,7296,local_cat,,,non_local,False,1
www.washingtonpost.com,sentiment_cat_topic,100.0,1724,543,Democrat,2267,,Positive,Politics,,False,3
www.washingtonpost.com,sentiment_cat_topic,100.0,2006,506,Democrat,2512,,Positive,Mixed,,False,3
www.washingtonpost.com,sentiment_cat_topic,100.0,298,85,Democrat,383,,Positive,Non Politics,,False,3
www.washingtonpost.com,sentiment_cat_topic,100.0,1419,526,Democrat,1945,,Negative,Politics,,False,3
www.washingtonpost.com,sentiment_cat_topic,100.0,1243,242,Democrat,1485,,Negative,Mixed,,False,3
www.washingtonpost.com,sentiment_cat_topic,100.0,170,48,Democrat,218,,Negative,Non Politics,,False,3
www.washingtonpost.com,full_combination,100.0,293,56,Democrat,349,,Positive,Politics,local,True,2
www.washingtonpost.com,full_combination,100.0,1431,487,Democrat,1918,,Positive,Politics,non_local,True,2
www.washingtonpost.com,full_combination,100.0,382,81,Democrat,463,,Positive,Mixed,local,True,2
www.washingtonpost.com,full_combination,100.0,1624,425,Democrat,2049,,Positive,Mixed,non_local,True,2
www.washingtonpost.com,full_combination,100.0,85,23,Democrat,108,,Positive,Non Politics,local,True,2
www.washingtonpost.com,full_combination,100.0,213,62,Democrat,275,,Positive,Non Politics,non_local,True,2
www.washingtonpost.com,full_combination,100.0,234,39,Democrat,273,,Negative,Politics,local,True,2
www.washingtonpost.com,full_combination,100.0,1185,487,Democrat,1672,,Negative,Politics,non_local,True,2
www.washingtonpost.com,full_combination,100.0,226,45,Democrat,271,,Negative,Mixed,local,True,2
www.washingtonpost.com,full_combination,100.0,1017,197,Democrat,1214,,Negative,Mixed,non_local,True,2
www.washingtonpost.com,full_combination,100.0,41,9,Democrat,50,,Negative,Non Politics,local,True,2
www.washingtonpost.com,full_combination,100.0,129,39,Democrat,168,,Negative,Non Politics,non_local,True,2
apnews.com,domain_only,95.0,1186,605,Democrat,1791,,,,,False,1
apnews.com,single_dimension,95.0,649,314,Democrat,963,sentiment_cat,Positive,,,False,1
apnews.com,single_dimension,95.0,537,291,Democrat,828,sentiment_cat,Negative,,,False,1
apnews.com,single_dimension,95.0,644,278,Democrat,922,topic,,Mixed,,False,1
apnews.com,single_dimension,95.0,466,266,Democrat,732,topic,,Politics,,False,1
apnews.com,single_dimension,95.0,76,61,Both,137,topic,,Non Politics,,False,1
apnews.com,single_dimension,95.0,304,136,Democrat,440,local_cat,,,local,False,1
apnews.com,single_dimension,95.0,882,469,Democrat,1351,local_cat,,,non_local,False,1
apnews.com,sentiment_cat_topic,95.0,378,168,Democrat,546,,Positive,Mixed,,False,3
apnews.com,sentiment_cat_topic,95.0,233,115,Democrat,348,,Positive,Politics,,False,3
apnews.com,sentiment_cat_topic,95.0,38,31,Both,69,,Positive,Non Politics,,False,3
apnews.com,sentiment_cat_topic,95.0,266,110,Democrat,376,,Negative,Mixed,,False,3
apnews.com,sentiment_cat_topic,95.0,233,151,Democrat,384,,Negative,Politics,,False,3
apnews.com,sentiment_cat_topic,95.0,38,30,Both,68,,Negative,Non Politics,,False,3
apnews.com,full_combination,95.0,108,48,Democrat,156,,Positive,Mixed,local,True,2
apnews.com,full_combination,95.0,270,120,Democrat,390,,Positive,Mixed,non_local,True,2
apnews.com,full_combination,95.0,64,17,Democrat,81,,Positive,Politics,local,True,2
apnews.com,full_combination,95.0,169,98,Democrat,267,,Positive,Politics,non_local,True,2
apnews.com,full_combination,95.0,12,8,Both,20,,Positive,Non Politics,local,True,2
apnews.com,full_combination,95.0,26,23,Both,49,,Positive,Non Politics,non_local,True,2
apnews.com,full_combination,95.0,66,25,Democrat,91,,Negative,Mixed,local,True,2
apnews.com,full_combination,95.0,200,85,Democrat,285,,Negative,Mixed,non_local,True,2
apnews.com,full_combination,95.0,42,29,Both,71,,Negative,Politics,local,True,2
apnews.com,full_combination,95.0,191,122,Democrat,313,,Negative,Politics,non_local,True,2
apnews.com,full_combination,95.0,12,9,Both,21,,Negative,Non Politics,local,True,2
apnews.com,full_combination,95.0,26,21,Both,47,,Negative,Non Politics,non_local,True,2
www.usatoday.com,domain_only,100.0,1035,565,Democrat,1600,,,,,False,1
www.usatoday.com,single_dimension,100.0,556,337,Democrat,893,sentiment_cat,Positive,,,False,1
www.usatoday.com,single_dimension,100.0,479,228,Democrat,707,sentiment_cat,Negative,,,False,1
www.usatoday.com,single_dimension,100.0,433,204,Democrat,637,topic,,Politics,,False,1
www.usatoday.com,single_dimension,100.0,515,275,Democrat,790,topic,,Mixed,,False,1
www.usatoday.com,single_dimension,100.0,87,86,Both,173,topic,,Non Politics,,False,1
www.usatoday.com,single_dimension,100.0,194,117,Democrat,311,local_cat,,,local,False,1
www.usatoday.com,single_dimension,100.0,841,448,Democrat,1289,local_cat,,,non_local,False,1
www.usatoday.com,sentiment_cat_topic,100.0,206,95,Democrat,301,,Positive,Politics,,False,3
www.usatoday.com,sentiment_cat_topic,100.0,300,185,Democrat,485,,Positive,Mixed,,False,3
www.usatoday.com,sentiment_cat_topic,100.0,50,57,Both,107,,Positive,Non Politics,,False,3
www.usatoday.com,sentiment_cat_topic,100.0,227,109,Democrat,336,,Negative,Politics,,False,3
www.usatoday.com,sentiment_cat_topic,100.0,215,90,Democrat,305,,Negative,Mixed,,False,3
www.usatoday.com,sentiment_cat_topic,100.0,37,29,Both,66,,Negative,Non Politics,,False,3
www.usatoday.com,full_combination,100.0,40,12,Democrat,52,,Positive,Politics,local,True,2
www.usatoday.com,full_combination,100.0,166,83,Democrat,249,,Positive,Politics,non_local,True,2
www.usatoday.com,full_combination,100.0,56,39,Both,95,,Positive,Mixed,local,True,2
www.usatoday.com,full_combination,100.0,244,146,Democrat,390,,Positive,Mixed,non_local,True,2
www.usatoday.com,full_combination,100.0,18,15,Both,33,,Positive,Non Politics,local,True,2
www.usatoday.com,full_combination,100.0,32,42,Both,74,,Positive,Non Politics,non_local,True,2
www.usatoday.com,full_combination,100.0,36,17,Democrat,53,,Negative,Politics,local,True,2
www.usatoday.com,full_combination,100.0,191,92,Democrat,283,,Negative,Politics,non_local,True,2
www.usatoday.com,full_combination,100.0,35,24,Both,59,,Negative,Mixed,local,True,2
www.usatoday.com,full_combination,100.0,180,66,Democrat,246,,Negative,Mixed,non_local,True,2
www.usatoday.com,full_combination,100.0,9,10,Both,19,,Negative,Non Politics,local,True,2
www.usatoday.com,full_combination,100.0,28,19,Both,47,,Negative,Non Politics,non_local,True,2
www.cnn.com,domain_only,80.0,3429,669,Democrat,4098,,,,,False,1
www.cnn.com,single_dimension,80.0,2011,358,Democrat,2369,sentiment_cat,Positive,,,False,1
www.cnn.com,single_dimension,80.0,1418,311,Democrat,1729,sentiment_cat,Negative,,,False,1
www.cnn.com,single_dimension,80.0,1572,346,Democrat,1918,topic,,Politics,,False,1
www.cnn.com,single_dimension,80.0,1625,260,Democrat,1885,topic,,Mixed,,False,1
www.cnn.com,single_dimension,80.0,232,63,Democrat,295,topic,,Non Politics,,False,1
www.cnn.com,single_dimension,80.0,621,132,Democrat,753,local_cat,,,local,False,1
www.cnn.com,single_dimension,80.0,2808,537,Democrat,3345,local_cat,,,non_local,False,1
www.cnn.com,sentiment_cat_topic,80.0,882,174,Democrat,1056,,Positive,Politics,,False,3
www.cnn.com,sentiment_cat_topic,80.0,986,151,Democrat,1137,,Positive,Mixed,,False,3
www.cnn.com,sentiment_cat_topic,80.0,143,33,Democrat,176,,Positive,Non Politics,,False,3
www.cnn.com,sentiment_cat_topic,80.0,690,172,Democrat,862,,Negative,Politics,,False,3
www.cnn.com,sentiment_cat_topic,80.0,639,109,Democrat,748,,Negative,Mixed,,False,3
www.cnn.com,sentiment_cat_topic,80.0,89,30,Democrat,119,,Negative,Non Politics,,False,3
www.cnn.com,full_combination,80.0,128,19,Democrat,147,,Positive,Politics,local,True,2
www.cnn.com,full_combination,80.0,754,155,Democrat,909,,Positive,Politics,non_local,True,2
www.cnn.com,full_combination,80.0,155,41,Democrat,196,,Positive,Mixed,local,True,2
www.cnn.com,full_combination,80.0,831,110,Democrat,941,,Positive,Mixed,non_local,True,2
www.cnn.com,full_combination,80.0,39,10,Democrat,49,,Positive,Non Politics,local,True,2
www.cnn.com,full_combination,80.0,104,23,Democrat,127,,Positive,Non Politics,non_local,True,2
www.cnn.com,full_combination,80.0,129,31,Democrat,160,,Negative,Politics,local,True,2
www.cnn.com,full_combination,80.0,561,141,Democrat,702,,Negative,Politics,non_local,True,2
www.cnn.com,full_combination,80.0,146,23,Democrat,169,,Negative,Mixed,local,True,2
www.cnn.com,full_combination,80.0,493,86,Democrat,579,,Negative,Mixed,non_local,True,2
www.cnn.com,full_combination,80.0,24,8,Democrat,32,,Negative,Non Politics,local,True,2
www.cnn.com,full_combination,80.0,65,22,Democrat,87,,Negative,Non Politics,non_local,True,2
www.nbcnews.com,domain_only,100.0,2038,337,Democrat,2375,,,,,False,1
www.nbcnews.com,single_dimension,100.0,1149,186,Democrat,1335,sentiment_cat,Positive,,,False,1
www.nbcnews.com,single_dimension,100.0,889,151,Democrat,1040,sentiment_cat,Negative,,,False,1
www.nbcnews.com,single_dimension,100.0,1031,153,Democrat,1184,topic,,Mixed,,False,1
www.nbcnews.com,single_dimension,100.0,871,160,Democrat,1031,topic,,Politics,,False,1
www.nbcnews.com,single_dimension,100.0,136,24,Democrat,160,topic,,Non Politics,,False,1
www.nbcnews.com,single_dimension,100.0,414,60,Democrat,474,local_cat,,,local,False,1
www.nbcnews.com,single_dimension,100.0,1624,277,Democrat,1901,local_cat,,,non_local,False,1
www.nbcnews.com,sentiment_cat_topic,100.0,585,89,Democrat,674,,Positive,Mixed,,False,3
www.nbcnews.com,sentiment_cat_topic,100.0,485,84,Democrat,569,,Positive,Politics,,False,3
www.nbcnews.com,sentiment_cat_topic,100.0,79,13,Democrat,92,,Positive,Non Politics,,False,3
www.nbcnews.com,sentiment_cat_topic,100.0,446,64,Democrat,510,,Negative,Mixed,,False,3
www.nbcnews.com,sentiment_cat_topic,100.0,386,76,Democrat,462,,Negative,Politics,,False,3
www.nbcnews.com,sentiment_cat_topic,100.0,57,11,Democrat,68,,Negative,Non Politics,,False,3
www.nbcnews.com,full_combination,100.0,118,11,Democrat,129,,Positive,Mixed,local,True,2
www.nbcnews.com,full_combination,100.0,467,78,Democrat,545,,Positive,Mixed,non_local,True,2
www.nbcnews.com,full_combination,100.0,80,16,Democrat,96,,Positive,Politics,local,True,2
www.nbcnews.com,full_combination,100.0,405,68,Democrat,473,,Positive,Politics,non_local,True,2
www.nbcnews.com,full_combination,100.0,11,1,Democrat,12,,Positive,Non Politics,local,True,2
www.nbcnews.com,full_combination,100.0,68,12,Democrat,80,,Positive,Non Politics,non_local,True,2
www.nbcnews.com,full_combination,100.0,106,17,Democrat,123,,Negative,Mixed,local,True,2
www.nbcnews.com,full_combination,100.0,340,47,Democrat,387,,Negative,Mixed,non_local,True,2
www.nbcnews.com,full_combination,100.0,74,10,Democrat,84,,Negative,Politics,local,True,2
www.nbcnews.com,full_combination,100.0,312,66,Democrat,378,,Negative,Politics,non_local,True,2
www.nbcnews.com,full_combination,100.0,25,5,Democrat,30,,Negative,Non Politics,local,True,2
www.nbcnews.com,full_combination,100.0,32,6,Democrat,38,,Negative,Non Politics,non_local,True,2
www.nytimes.com,domain_only,100.0,7794,1178,Democrat,8972,,,,,False,1
www.nytimes.com,single_dimension,100.0,4245,640,Democrat,4885,sentiment_cat,Positive,,,False,1
www.nytimes.com,single_dimension,100.0,3549,538,Democrat,4087,sentiment_cat,Negative,,,False,1
www.nytimes.com,single_dimension,100.0,4053,502,Democrat,4555,topic,,Mixed,,False,1
www.nytimes.com,single_dimension,100.0,779,145,Democrat,924,topic,,Non Politics,,False,1
www.nytimes.com,single_dimension,100.0,2962,531,Democrat,3493,topic,,Politics,,False,1
www.nytimes.com,single_dimension,100.0,1780,204,Democrat,1984,local_cat,,,local,False,1
www.nytimes.com,single_dimension,100.0,6014,974,Democrat,6988,local_cat,,,non_local,False,1
www.nytimes.com,sentiment_cat_topic,100.0,2285,296,Democrat,2581,,Positive,Mixed,,False,3
www.nytimes.com,sentiment_cat_topic,100.0,468,86,Democrat,554,,Positive,Non Politics,,False,3
www.nytimes.com,sentiment_cat_topic,100.0,1492,258,Democrat,1750,,Positive,Politics,,False,3
www.nytimes.com,sentiment_cat_topic,100.0,1768,206,Democrat,1974,,Negative,Mixed,,False,3
www.nytimes.com,sentiment_cat_topic,100.0,311,59,Democrat,370,,Negative,Non Politics,,False,3
www.nytimes.com,sentiment_cat_topic,100.0,1470,273,Democrat,1743,,Negative,Politics,,False,3
www.nytimes.com,full_combination,100.0,503,61,Democrat,564,,Positive,Mixed,local,True,2
www.nytimes.com,full_combination,100.0,1782,235,Democrat,2017,,Positive,Mixed,non_local,True,2
www.nytimes.com,full_combination,100.0,161,26,Democrat,187,,Positive,Non Politics,local,True,2
www.nytimes.com,full_combination,100.0,307,60,Democrat,367,,Positive,Non Politics,non_local,True,2
www.nytimes.com,full_combination,100.0,276,31,Democrat,307,,Positive,Politics,local,True,2
www.nytimes.com,full_combination,100.0,1216,227,Democrat,1443,,Positive,Politics,non_local,True,2
www.nytimes.com,full_combination,100.0,454,38,Democrat,492,,Negative,Mixed,local,True,2
www.nytimes.com,full_combination,100.0,1314,168,Democrat,1482,,Negative,Mixed,non_local,True,2
www.nytimes.com,full_combination,100.0,109,14,Democrat,123,,Negative,Non Politics,local,True,2
www.nytimes.com,full_combination,100.0,202,45,Democrat,247,,Negative,Non Politics,non_local,True,2
www.nytimes.com,full_combination,100.0,277,34,Democrat,311,,Negative,Politics,local,True,2
www.nytimes.com,full_combination,100.0,1193,239,Democrat,1432,,Negative,Politics,non_local,True,2
www.tallahassee.com,domain_only,100.0,57,10,Democrat,67,,,,,False,1
www.tallahassee.com,single_dimension,100.0,49,6,Democrat,55,sentiment_cat,Positive,,,False,1
www.tallahassee.com,single_dimension,100.0,8,4,Democrat,12,sentiment_cat,Negative,,,False,1
www.tallahassee.com,single_dimension,100.0,39,8,Democrat,47,topic,,Mixed,,False,1
www.tallahassee.com,single_dimension,100.0,7,1,Democrat,8,topic,,Non Politics,,False,1
www.tallahassee.com,single_dimension,100.0,11,1,Democrat,12,topic,,Politics,,False,1
www.tallahassee.com,single_dimension,100.0,45,5,Democrat,50,local_cat,,,local,False,1
www.tallahassee.com,single_dimension,100.0,12,5,Democrat,17,local_cat,,,non_local,False,1
www.tallahassee.com,sentiment_cat_topic,100.0,33,4,Democrat,37,,Positive,Mixed,,False,3
www.tallahassee.com,sentiment_cat_topic,100.0,5,1,Democrat,6,,Positive,Non Politics,,False,3
www.tallahassee.com,sentiment_cat_topic,100.0,11,1,Democrat,12,,Positive,Politics,,False,3
www.tallahassee.com,sentiment_cat_topic,100.0,6,4,Both,10,,Negative,Mixed,,False,3
www.tallahassee.com,sentiment_cat_topic,100.0,2,0,Democrat,2,,Negative,Non Politics,,False,3
www.tallahassee.com,sentiment_cat_topic,100.0,0,0,Both,0,,Negative,Politics,,False,3
www.tallahassee.com,full_combination,100.0,27,2,Democrat,29,,Positive,Mixed,local,True,2
www.tallahassee.com,full_combination,100.0,6,2,Democrat,8,,Positive,Mixed,non_local,True,2
www.tallahassee.com,full_combination,100.0,4,1,Democrat,5,,Positive,Non Politics,local,True,2
www.tallahassee.com,full_combination,100.0,1,0,Democrat,1,,Positive,Non Politics,non_local,True,2
www.tallahassee.com,full_combination,100.0,8,0,Democrat,8,,Positive,Politics,local,True,2
www.tallahassee.com,full_combination,100.0,3,1,Democrat,4,,Positive,Politics,non_local,True,2
www.tallahassee.com,full_combination,100.0,4,2,Democrat,6,,Negative,Mixed,local,True,2
www.tallahassee.com,full_combination,100.0,2,2,Both,4,,Negative,Mixed,non_local,True,2
www.tallahassee.com,full_combination,100.0,2,0,Democrat,2,,Negative,Non Politics,local,True,2
www.tallahassee.com,full_combination,100.0,0,0,Both,0,,Negative,Non Politics,non_local,True,2
www.tallahassee.com,full_combination,100.0,0,0,Both,0,,Negative,Politics,local,True,2
www.tallahassee.com,full_combination,100.0,0,0,Both,0,,Negative,Politics,non_local,True,2
www.tcpalm.com,domain_only,100.0,8,127,Republican,135,,,,,False,1
www.tcpalm.com,single_dimension,100.0,7,96,Republican,103,sentiment_cat,Positive,,,False,1
www.tcpalm.com,single_dimension,100.0,1,31,Republican,32,sentiment_cat,Negative,,,False,1
www.tcpalm.com,single_dimension,100.0,1,14,Republican,15,topic,,Politics,,False,1
www.tcpalm.com,single_dimension,100.0,5,94,Republican,99,topic,,Mixed,,False,1
www.tcpalm.com,single_dimension,100.0,2,19,Republican,21,topic,,Non Politics,,False,1
www.tcpalm.com,single_dimension,100.0,5,72,Republican,77,local_cat,,,local,False,1
www.tcpalm.com,single_dimension,100.0,3,55,Republican,58,local_cat,,,non_local,False,1
www.tcpalm.com,sentiment_cat_topic,100.0,1,8,Republican,9,,Positive,Politics,,False,3
www.tcpalm.com,sentiment_cat_topic,100.0,5,72,Republican,77,,Positive,Mixed,,False,3
www.tcpalm.com,sentiment_cat_topic,100.0,1,16,Republican,17,,Positive,Non Politics,,False,3
www.tcpalm.com,sentiment_cat_topic,100.0,0,6,Republican,6,,Negative,Politics,,False,3
www.tcpalm.com,sentiment_cat_topic,100.0,0,22,Republican,22,,Negative,Mixed,,False,3
www.tcpalm.com,sentiment_cat_topic,100.0,1,3,Republican,4,,Negative,Non Politics,,False,3
www.tcpalm.com,full_combination,100.0,1,6,Republican,7,,Positive,Politics,local,True,2
www.tcpalm.com,full_combination,100.0,0,2,Republican,2,,Positive,Politics,non_local,True,2
www.tcpalm.com,full_combination,100.0,2,43,Republican,45,,Positive,Mixed,local,True,2
www.tcpalm.com,full_combination,100.0,3,29,Republican,32,,Positive,Mixed,non_local,True,2
www.tcpalm.com,full_combination,100.0,1,10,Republican,11,,Positive,Non Politics,local,True,2
www.tcpalm.com,full_combination,100.0,0,6,Republican,6,,Positive,Non Politics,non_local,True,2
www.tcpalm.com,full_combination,100.0,0,2,Republican,2,,Negative,Politics,local,True,2
www.tcpalm.com,full_combination,100.0,0,4,Republican,4,,Negative,Politics,non_local,True,2
www.tcpalm.com,full_combination,100.0,0,9,Republican,9,,Negative,Mixed,local,True,2
www.tcpalm.com,full_combination,100.0,0,13,Republican,13,,Negative,Mixed,non_local,True,2
www.tcpalm.com,full_combination,100.0,1,2,Republican,3,,Negative,Non Politics,local,True,2
www.tcpalm.com,full_combination,100.0,0,1,Republican,1,,Negative,Non Politics,non_local,True,2
floridapolitics.com,domain_only,87.5,229,93,Democrat,322,,,,,False,1
floridapolitics.com,single_dimension,87.5,165,59,Democrat,224,sentiment_cat,Positive,,,False,1
floridapolitics.com,single_dimension,87.5,64,34,Democrat,98,sentiment_cat,Negative,,,False,1
floridapolitics.com,single_dimension,87.5,117,53,Democrat,170,topic,,Mixed,,False,1
floridapolitics.com,single_dimension,87.5,103,34,Democrat,137,topic,,Politics,,False,1
floridapolitics.com,single_dimension,87.5,9,6,Both,15,topic,,Non Politics,,False,1
floridapolitics.com,single_dimension,87.5,142,36,Democrat,178,local_cat,,,local,False,1
floridapolitics.com,single_dimension,87.5,87,57,Democrat,144,local_cat,,,non_local,False,1
floridapolitics.com,sentiment_cat_topic,87.5,86,33,Democrat,119,,Positive,Mixed,,False,3
floridapolitics.com,sentiment_cat_topic,87.5,71,20,Democrat,91,,Positive,Politics,,False,3
floridapolitics.com,sentiment_cat_topic,87.5,8,6,Both,14,,Positive,Non Politics,,False,3
floridapolitics.com,sentiment_cat_topic,87.5,31,20,Democrat,51,,Negative,Mixed,,False,3
floridapolitics.com,sentiment_cat_topic,87.5,32,14,Democrat,46,,Negative,Politics,,False,3
floridapolitics.com,sentiment_cat_topic,87.5,1,0,Democrat,1,,Negative,Non Politics,,False,3
floridapolitics.com,full_combination,87.5,57,14,Democrat,71,,Positive,Mixed,local,True,2
floridapolitics.com,full_combination,87.5,29,19,Democrat,48,,Positive,Mixed,non_local,True,2
floridapolitics.com,full_combination,87.5,44,10,Democrat,54,,Positive,Politics,local,True,2
floridapolitics.com,full_combination,87.5,27,10,Democrat,37,,Positive,Politics,non_local,True,2
floridapolitics.com,full_combination,87.5,5,2,Democrat,7,,Positive,Non Politics,local,True,2
floridapolitics.com,full_combination,87.5,3,4,Both,7,,Positive,Non Politics,non_local,True,2
floridapolitics.com,full_combination,87.5,18,7,Democrat,25,,Negative,Mixed,local,True,2
floridapolitics.com,full_combination,87.5,13,13,Both,26,,Negative,Mixed,non_local,True,2
floridapolitics.com,full_combination,87.5,17,3,Democrat,20,,Negative,Politics,local,True,2
floridapolitics.com,full_combination,87.5,15,11,Both,26,,Negative,Politics,non_local,True,2
floridapolitics.com,full_combination,87.5,1,0,Democrat,1,,Negative,Non Politics,local,True,2
floridapolitics.com,full_combination,87.5,0,0,Both,0,,Negative,Non Politics,non_local,True,2
abcnews.go.com,domain_only,82.5,801,332,Democrat,1133,,,,,False,1
abcnews.go.com,single_dimension,82.5,475,191,Democrat,666,sentiment_cat,Positive,,,False,1
abcnews.go.com,single_dimension,82.5,326,141,Democrat,467,sentiment_cat,Negative,,,False,1
abcnews.go.com,single_dimension,82.5,316,153,Democrat,469,topic,,Politics,,False,1
abcnews.go.com,single_dimension,82.5,429,149,Democrat,578,topic,,Mixed,,False,1
abcnews.go.com,single_dimension,82.5,56,30,Democrat,86,topic,,Non Politics,,False,1
abcnews.go.com,single_dimension,82.5,185,61,Democrat,246,local_cat,,,local,False,1
abcnews.go.com,single_dimension,82.5,616,271,Democrat,887,local_cat,,,non_local,False,1
abcnews.go.com,sentiment_cat_topic,82.5,190,83,Democrat,273,,Positive,Politics,,False,3
abcnews.go.com,sentiment_cat_topic,82.5,246,92,Democrat,338,,Positive,Mixed,,False,3
abcnews.go.com,sentiment_cat_topic,82.5,39,16,Democrat,55,,Positive,Non Politics,,False,3
abcnews.go.com,sentiment_cat_topic,82.5,126,70,Democrat,196,,Negative,Politics,,False,3
abcnews.go.com,sentiment_cat_topic,82.5,183,57,Democrat,240,,Negative,Mixed,,False,3
abcnews.go.com,sentiment_cat_topic,82.5,17,14,Both,31,,Negative,Non Politics,,False,3
abcnews.go.com,full_combination,82.5,48,12,Democrat,60,,Positive,Politics,local,True,2
abcnews.go.com,full_combination,82.5,142,71,Democrat,213,,Positive,Politics,non_local,True,2
abcnews.go.com,full_combination,82.5,49,20,Democrat,69,,Positive,Mixed,local,True,2
abcnews.go.com,full_combination,82.5,197,72,Democrat,269,,Positive,Mixed,non_local,True,2
abcnews.go.com,full_combination,82.5,16,4,Democrat,20,,Positive,Non Politics,local,True,2
abcnews.go.com,full_combination,82.5,23,12,Democrat,35,,Positive,Non Politics,non_local,True,2
abcnews.go.com,full_combination,82.5,22,11,Democrat,33,,Negative,Politics,local,True,2
abcnews.go.com,full_combination,82.5,104,59,Democrat,163,,Negative,Politics,non_local,True,2
abcnews.go.com,full_combination,82.5,43,8,Democrat,51,,Negative,Mixed,local,True,2
abcnews.go.com,full_combination,82.5,140,49,Democrat,189,,Negative,Mixed,non_local,True,2
abcnews.go.com,full_combination,82.5,7,6,Both,13,,Negative,Non Politics,local,True,2
abcnews.go.com,full_combination,82.5,10,8,Both,18,,Negative,Non Politics,non_local,True,2
www.tampabay.com,domain_only,100.0,485,85,Democrat,570,,,,,False,1
www.tampabay.com,single_dimension,100.0,363,61,Democrat,424,sentiment_cat,Positive,,,False,1
www.tampabay.com,single_dimension,100.0,122,24,Democrat,146,sentiment_cat,Negative,,,False,1
www.tampabay.com,single_dimension,100.0,110,20,Democrat,130,topic,,Politics,,False,1
www.tampabay.com,single_dimension,100.0,305,51,Democrat,356,topic,,Mixed,,False,1
www.tampabay.com,single_dimension,100.0,70,14,Democrat,84,topic,,Non Politics,,False,1
www.tampabay.com,single_dimension,100.0,332,39,Democrat,371,local_cat,,,local,False,1
www.tampabay.com,single_dimension,100.0,153,46,Democrat,199,local_cat,,,non_local,False,1
www.tampabay.com,sentiment_cat_topic,100.0,77,14,Democrat,91,,Positive,Politics,,False,3
www.tampabay.com,sentiment_cat_topic,100.0,230,36,Democrat,266,,Positive,Mixed,,False,3
www.tampabay.com,sentiment_cat_topic,100.0,56,11,Democrat,67,,Positive,Non Politics,,False,3
www.tampabay.com,sentiment_cat_topic,100.0,33,6,Democrat,39,,Negative,Politics,,False,3
www.tampabay.com,sentiment_cat_topic,100.0,75,15,Democrat,90,,Negative,Mixed,,False,3
www.tampabay.com,sentiment_cat_topic,100.0,14,3,Democrat,17,,Negative,Non Politics,,False,3
www.tampabay.com,full_combination,100.0,46,4,Democrat,50,,Positive,Politics,local,True,2
www.tampabay.com,full_combination,100.0,31,10,Democrat,41,,Positive,Politics,non_local,True,2
www.tampabay.com,full_combination,100.0,166,20,Democrat,186,,Positive,Mixed,local,True,2
www.tampabay.com,full_combination,100.0,64,16,Democrat,80,,Positive,Mixed,non_local,True,2
www.tampabay.com,full_combination,100.0,46,4,Democrat,50,,Positive,Non Politics,local,True,2
www.tampabay.com,full_combination,100.0,10,7,Both,17,,Positive,Non Politics,non_local,True,2
www.tampabay.com,full_combination,100.0,13,2,Democrat,15,,Negative,Politics,local,True,2
www.tampabay.com,full_combination,100.0,20,4,Democrat,24,,Negative,Politics,non_local,True,2
www.tampabay.com,full_combination,100.0,50,8,Democrat,58,,Negative,Mixed,local,True,2
www.tampabay.com,full_combination,100.0,25,7,Democrat,32,,Negative,Mixed,non_local,True,2
www.tampabay.com,full_combination,100.0,11,1,Democrat,12,,Negative,Non Politics,local,True,2
www.tampabay.com,full_combination,100.0,3,2,Both,5,,Negative,Non Politics,non_local,True,2
www.detroitnews.com,domain_only,92.5,393,96,Democrat,489,,,,,False,1
www.detroitnews.com,single_dimension,92.5,307,73,Democrat,380,sentiment_cat,Positive,,,False,1
www.detroitnews.com,single_dimension,92.5,86,23,Democrat,109,sentiment_cat,Negative,,,False,1
www.detroitnews.com,single_dimension,92.5,230,57,Democrat,287,topic,,Mixed,,False,1
www.detroitnews.com,single_dimension,92.5,106,30,Democrat,136,topic,,Politics,,False,1
www.detroitnews.com,single_dimension,92.5,57,9,Democrat,66,topic,,Non Politics,,False,1
www.detroitnews.com,single_dimension,92.5,230,54,Democrat,284,local_cat,,,local,False,1
www.detroitnews.com,single_dimension,92.5,163,42,Democrat,205,local_cat,,,non_local,False,1
www.detroitnews.com,sentiment_cat_topic,92.5,179,44,Democrat,223,,Positive,Mixed,,False,3
www.detroitnews.com,sentiment_cat_topic,92.5,77,22,Democrat,99,,Positive,Politics,,False,3
www.detroitnews.com,sentiment_cat_topic,92.5,51,7,Democrat,58,,Positive,Non Politics,,False,3
www.detroitnews.com,sentiment_cat_topic,92.5,51,13,Democrat,64,,Negative,Mixed,,False,3
www.detroitnews.com,sentiment_cat_topic,92.5,29,8,Democrat,37,,Negative,Politics,,False,3
