Score_Category,Sentiment,Local_Category,Topic_Category,Domain,Global_Classification,Global_Democrat_Count,Global_Republican_Count,Global_Total_Count,Combination_Classification,Combination_Democrat_Count,Combination_Republican_Count,Combination_Total_Count,Score
low,Positive,all,Politics,yorknewstimes.com,Republican,0,2,2,Republican,0,1,1,72.5
low,Positive,all,Non Politics,yorknewstimes.com,Republican,0,2,2,Republican,0,1,1,72.5
low,Positive,local,Non Politics,yorknewstimes.com,Republican,0,2,2,Republican,0,1,1,72.5
low,Positive,local,Politics,yorknewstimes.com,Republican,0,2,2,Republican,0,1,1,72.5
high,Positive,all,Politics,yellowhammernews.com,Republican,1,447,448,Republican,0,104,104,80
high,Positive,all,Mixed,yellowhammernews.com,Republican,1,447,448,Republican,0,180,180,80
high,Positive,all,Non Politics,yellowhammernews.com,Republican,1,447,448,Republican,0,36,36,80
high,Positive,local,Mixed,yellowhammernews.com,Republican,1,447,448,Republican,0,108,108,80
high,Positive,local,Politics,yellowhammernews.com,Republican,1,447,448,Republican,0,50,50,80
high,Positive,local,Non Politics,yellowhammernews.com,Republican,1,447,448,Republican,0,25,25,80
high,Positive,non_local,Politics,yellowhammernews.com,Republican,1,447,448,Republican,0,54,54,80
high,Positive,non_local,Mixed,yellowhammernews.com,Republican,1,447,448,Republican,0,72,72,80
high,Positive,non_local,Non Politics,yellowhammernews.com,Republican,1,447,448,Republican,0,11,11,80
high,Negative,all,Politics,yellowhammernews.com,Republican,1,447,448,Republican,1,86,87,80
high,Negative,all,Mixed,yellowhammernews.com,Republican,1,447,448,Republican,0,40,40,80
high,Negative,all,Non Politics,yellowhammernews.com,Republican,1,447,448,Republican,0,1,1,80
high,Negative,local,Mixed,yellowhammernews.com,Republican,1,447,448,Republican,0,18,18,80
high,Negative,local,Non Politics,yellowhammernews.com,Republican,1,447,448,Republican,0,1,1,80
high,Negative,local,Politics,yellowhammernews.com,Republican,1,447,448,Republican,0,36,36,80
high,Negative,non_local,Politics,yellowhammernews.com,Republican,1,447,448,Republican,1,50,51,80
high,Negative,non_local,Mixed,yellowhammernews.com,Republican,1,447,448,Republican,0,22,22,80
high,Positive,all,Politics,yadkinripple.com,Republican,0,2,2,Republican,0,1,1,100
high,Positive,non_local,Politics,yadkinripple.com,Republican,0,2,2,Republican,0,1,1,100
high,Negative,all,Mixed,yadkinripple.com,Republican,0,2,2,Republican,0,1,1,100
high,Negative,non_local,Mixed,yadkinripple.com,Republican,0,2,2,Republican,0,1,1,100
high,Positive,all,Non Politics,xgames.espn.com,Democrat,1,0,1,Democrat,1,0,1,92.5
high,Positive,local,Non Politics,xgames.espn.com,Democrat,1,0,1,Democrat,1,0,1,92.5
low,Positive,all,Mixed,www.zerohedge.com,Republican,0,6,6,Republican,0,2,2,7.5
low,Positive,non_local,Mixed,www.zerohedge.com,Republican,0,6,6,Republican,0,2,2,7.5
low,Negative,all,Mixed,www.zerohedge.com,Republican,0,6,6,Republican,0,2,2,7.5
low,Negative,all,Politics,www.zerohedge.com,Republican,0,6,6,Republican,0,2,2,7.5
low,Negative,local,Politics,www.zerohedge.com,Republican,0,6,6,Republican,0,1,1,7.5
low,Negative,non_local,Mixed,www.zerohedge.com,Republican,0,6,6,Republican,0,2,2,7.5
low,Negative,non_local,Politics,www.zerohedge.com,Republican,0,6,6,Republican,0,1,1,7.5
high,Negative,all,Politics,www.zdnet.com,Republican,0,2,2,Republican,0,2,2,100
high,Negative,non_local,Politics,www.zdnet.com,Republican,0,2,2,Republican,0,2,2,100
high,Positive,all,Politics,www.zanesvilletimesrecorder.com,Republican,0,2,2,Republican,0,1,1,95
high,Positive,all,Mixed,www.zanesvilletimesrecorder.com,Republican,0,2,2,Republican,0,1,1,95
high,Positive,local,Mixed,www.zanesvilletimesrecorder.com,Republican,0,2,2,Republican,0,1,1,95
high,Positive,local,Politics,www.zanesvilletimesrecorder.com,Republican,0,2,2,Republican,0,1,1,95
high,Positive,all,Mixed,www.yourstephenvilletx.com,Republican,0,1,1,Republican,0,1,1,95
high,Positive,non_local,Mixed,www.yourstephenvilletx.com,Republican,0,1,1,Republican,0,1,1,95
low,Positive,all,Politics,www.yorknewstimes.com,Republican,0,5,5,Republican,0,1,1,72.5
low,Positive,all,Non Politics,www.yorknewstimes.com,Republican,0,5,5,Republican,0,1,1,72.5
low,Positive,all,Mixed,www.yorknewstimes.com,Republican,0,5,5,Republican,0,2,2,72.5
low,Positive,local,Non Politics,www.yorknewstimes.com,Republican,0,5,5,Republican,0,1,1,72.5
low,Positive,local,Politics,www.yorknewstimes.com,Republican,0,5,5,Republican,0,1,1,72.5
low,Positive,local,Mixed,www.yorknewstimes.com,Republican,0,5,5,Republican,0,2,2,72.5
low,Negative,all,Politics,www.yorknewstimes.com,Republican,0,5,5,Republican,0,1,1,72.5
low,Negative,local,Politics,www.yorknewstimes.com,Republican,0,5,5,Republican,0,1,1,72.5
high,Positive,all,Politics,www.yorkdispatch.com,Republican,2,8,10,Republican,0,2,2,95
high,Positive,all,Mixed,www.yorkdispatch.com,Republican,2,8,10,Republican,1,2,3,95
high,Positive,all,Non Politics,www.yorkdispatch.com,Republican,2,8,10,Republican,0,1,1,95
high,Positive,local,Mixed,www.yorkdispatch.com,Republican,2,8,10,Republican,1,2,3,95
high,Positive,local,Politics,www.yorkdispatch.com,Republican,2,8,10,Republican,0,2,2,95
high,Positive,non_local,Non Politics,www.yorkdispatch.com,Republican,2,8,10,Republican,0,1,1,95
high,Negative,all,Politics,www.yorkdispatch.com,Republican,2,8,10,Republican,1,2,3,95
high,Negative,all,Non Politics,www.yorkdispatch.com,Republican,2,8,10,Republican,0,1,1,95
high,Negative,local,Politics,www.yorkdispatch.com,Republican,2,8,10,Republican,0,2,2,95
high,Negative,non_local,Politics,www.yorkdispatch.com,Republican,2,8,10,Democrat,1,0,1,95
high,Negative,non_local,Non Politics,www.yorkdispatch.com,Republican,2,8,10,Republican,0,1,1,95
high,Positive,all,Politics,www.ydr.com,Republican,4,20,24,Both,3,3,6,100
high,Positive,all,Mixed,www.ydr.com,Republican,4,20,24,Republican,1,3,4,100
high,Positive,all,Non Politics,www.ydr.com,Republican,4,20,24,Republican,0,8,8,100
high,Positive,local,Mixed,www.ydr.com,Republican,4,20,24,Both,1,1,2,100
high,Positive,local,Politics,www.ydr.com,Republican,4,20,24,Democrat,3,1,4,100
high,Positive,local,Non Politics,www.ydr.com,Republican,4,20,24,Republican,0,5,5,100
high,Positive,non_local,Politics,www.ydr.com,Republican,4,20,24,Republican,0,2,2,100
high,Positive,non_local,Mixed,www.ydr.com,Republican,4,20,24,Republican,0,2,2,100
high,Positive,non_local,Non Politics,www.ydr.com,Republican,4,20,24,Republican,0,3,3,100
high,Negative,all,Politics,www.ydr.com,Republican,4,20,24,Republican,0,2,2,100
high,Negative,all,Mixed,www.ydr.com,Republican,4,20,24,Republican,0,2,2,100
high,Negative,all,Non Politics,www.ydr.com,Republican,4,20,24,Republican,0,2,2,100
high,Negative,local,Mixed,www.ydr.com,Republican,4,20,24,Republican,0,1,1,100
high,Negative,local,Non Politics,www.ydr.com,Republican,4,20,24,Republican,0,1,1,100
high,Negative,non_local,Politics,www.ydr.com,Republican,4,20,24,Republican,0,2,2,100
high,Negative,non_local,Mixed,www.ydr.com,Republican,4,20,24,Republican,0,1,1,100
high,Negative,non_local,Non Politics,www.ydr.com,Republican,4,20,24,Republican,0,1,1,100
high,Positive,all,Politics,www.yakimaherald.com,Both,8,11,19,Republican,1,3,4,100
high,Positive,all,Mixed,www.yakimaherald.com,Both,8,11,19,Republican,3,7,10,100
high,Positive,local,Mixed,www.yakimaherald.com,Both,8,11,19,Republican,3,6,9,100
high,Positive,local,Politics,www.yakimaherald.com,Both,8,11,19,Both,1,1,2,100
high,Positive,non_local,Politics,www.yakimaherald.com,Both,8,11,19,Republican,0,2,2,100
high,Positive,non_local,Mixed,www.yakimaherald.com,Both,8,11,19,Republican,0,1,1,100
high,Negative,all,Politics,www.yakimaherald.com,Both,8,11,19,Democrat,3,0,3,100
high,Negative,all,Mixed,www.yakimaherald.com,Both,8,11,19,Both,1,1,2,100
high,Negative,local,Mixed,www.yakimaherald.com,Both,8,11,19,Republican,0,1,1,100
high,Negative,local,Politics,www.yakimaherald.com,Both,8,11,19,Democrat,1,0,1,100
high,Negative,non_local,Politics,www.yakimaherald.com,Both,8,11,19,Democrat,2,0,2,100
high,Negative,non_local,Mixed,www.yakimaherald.com,Both,8,11,19,Democrat,1,0,1,100
high,Positive,all,Politics,www.yahoo.com,Republican,79,155,234,Republican,15,35,50,100
high,Positive,all,Mixed,www.yahoo.com,Republican,79,155,234,Both,22,31,53,100
high,Positive,all,Non Politics,www.yahoo.com,Republican,79,155,234,Both,11,13,24,100
high,Positive,local,Mixed,www.yahoo.com,Republican,79,155,234,Both,3,4,7,100
high,Positive,local,Politics,www.yahoo.com,Republican,79,155,234,Republican,2,7,9,100
high,Positive,local,Non Politics,www.yahoo.com,Republican,79,155,234,Democrat,6,1,7,100
high,Positive,non_local,Politics,www.yahoo.com,Republican,79,155,234,Republican,13,28,41,100
high,Positive,non_local,Mixed,www.yahoo.com,Republican,79,155,234,Both,19,27,46,100
high,Positive,non_local,Non Politics,www.yahoo.com,Republican,79,155,234,Republican,5,12,17,100
high,Negative,all,Politics,www.yahoo.com,Republican,79,155,234,Republican,13,36,49,100
high,Negative,all,Mixed,www.yahoo.com,Republican,79,155,234,Republican,16,30,46,100
high,Negative,all,Non Politics,www.yahoo.com,Republican,79,155,234,Republican,2,10,12,100
high,Negative,local,Mixed,www.yahoo.com,Republican,79,155,234,Republican,1,5,6,100
high,Negative,local,Non Politics,www.yahoo.com,Republican,79,155,234,Republican,0,1,1,100
high,Negative,local,Politics,www.yahoo.com,Republican,79,155,234,Republican,1,5,6,100
high,Negative,non_local,Politics,www.yahoo.com,Republican,79,155,234,Republican,12,31,43,100
high,Negative,non_local,Mixed,www.yahoo.com,Republican,79,155,234,Republican,15,25,40,100
high,Negative,non_local,Non Politics,www.yahoo.com,Republican,79,155,234,Republican,2,9,11,100
high,Positive,all,Politics,www.yadkinripple.com,Republican,0,3,3,Republican,0,2,2,100
high,Positive,all,Non Politics,www.yadkinripple.com,Republican,0,3,3,Republican,0,1,1,100
high,Positive,local,Politics,www.yadkinripple.com,Republican,0,3,3,Republican,0,1,1,100
high,Positive,local,Non Politics,www.yadkinripple.com,Republican,0,3,3,Republican,0,1,1,100
high,Positive,non_local,Politics,www.yadkinripple.com,Republican,0,3,3,Republican,0,1,1,100
high,Positive,all,Politics,www.xeniagazette.com,Both,1,1,2,Democrat,1,0,1,80
high,Positive,non_local,Politics,www.xeniagazette.com,Both,1,1,2,Democrat,1,0,1,80
high,Negative,all,Mixed,www.xeniagazette.com,Both,1,1,2,Republican,0,1,1,80
high,Negative,local,Mixed,www.xeniagazette.com,Both,1,1,2,Republican,0,1,1,80
high,Positive,all,Mixed,www.wymt.com,Republican,0,27,27,Republican,0,23,23,87.5
high,Positive,all,Non Politics,www.wymt.com,Republican,0,27,27,Republican,0,2,2,87.5
high,Positive,local,Mixed,www.wymt.com,Republican,0,27,27,Republican,0,21,21,87.5
high,Positive,local,Non Politics,www.wymt.com,Republican,0,27,27,Republican,0,1,1,87.5
high,Positive,non_local,Mixed,www.wymt.com,Republican,0,27,27,Republican,0,2,2,87.5
high,Positive,non_local,Non Politics,www.wymt.com,Republican,0,27,27,Republican,0,1,1,87.5
high,Negative,all,Politics,www.wymt.com,Republican,0,27,27,Republican,0,2,2,87.5
high,Negative,local,Politics,www.wymt.com,Republican,0,27,27,Republican,0,2,2,87.5
high,Positive,all,Politics,www.wxyz.com,Democrat,54,5,59,Democrat,5,2,7,95
high,Positive,all,Mixed,www.wxyz.com,Democrat,54,5,59,Democrat,26,2,28,95
high,Positive,all,Non Politics,www.wxyz.com,Democrat,54,5,59,Democrat,9,0,9,95
high,Positive,local,Mixed,www.wxyz.com,Democrat,54,5,59,Democrat,22,1,23,95
high,Positive,local,Politics,www.wxyz.com,Democrat,54,5,59,Both,2,2,4,95
high,Positive,local,Non Politics,www.wxyz.com,Democrat,54,5,59,Democrat,4,0,4,95
high,Positive,non_local,Politics,www.wxyz.com,Democrat,54,5,59,Democrat,3,0,3,95
high,Positive,non_local,Mixed,www.wxyz.com,Democrat,54,5,59,Democrat,4,1,5,95
high,Positive,non_local,Non Politics,www.wxyz.com,Democrat,54,5,59,Democrat,5,0,5,95
high,Negative,all,Politics,www.wxyz.com,Democrat,54,5,59,Democrat,4,1,5,95
high,Negative,all,Mixed,www.wxyz.com,Democrat,54,5,59,Democrat,7,0,7,95
high,Negative,all,Non Politics,www.wxyz.com,Democrat,54,5,59,Democrat,3,0,3,95
high,Negative,local,Mixed,www.wxyz.com,Democrat,54,5,59,Democrat,5,0,5,95
high,Negative,local,Non Politics,www.wxyz.com,Democrat,54,5,59,Democrat,2,0,2,95
high,Negative,local,Politics,www.wxyz.com,Democrat,54,5,59,Democrat,2,0,2,95
high,Negative,non_local,Politics,www.wxyz.com,Democrat,54,5,59,Democrat,2,1,3,95
high,Negative,non_local,Mixed,www.wxyz.com,Democrat,54,5,59,Democrat,2,0,2,95
high,Negative,non_local,Non Politics,www.wxyz.com,Democrat,54,5,59,Democrat,1,0,1,95
low,Positive,all,Politics,www.wxxv25.com,Republican,0,22,22,Republican,0,2,2,75
low,Positive,all,Non Politics,www.wxxv25.com,Republican,0,22,22,Republican,0,4,4,75
low,Positive,all,Mixed,www.wxxv25.com,Republican,0,22,22,Republican,0,13,13,75
low,Positive,local,Non Politics,www.wxxv25.com,Republican,0,22,22,Republican,0,4,4,75
low,Positive,local,Politics,www.wxxv25.com,Republican,0,22,22,Republican,0,1,1,75
low,Positive,local,Mixed,www.wxxv25.com,Republican,0,22,22,Republican,0,12,12,75
low,Positive,non_local,Politics,www.wxxv25.com,Republican,0,22,22,Republican,0,1,1,75
low,Positive,non_local,Mixed,www.wxxv25.com,Republican,0,22,22,Republican,0,1,1,75
low,Negative,all,Mixed,www.wxxv25.com,Republican,0,22,22,Republican,0,2,2,75
low,Negative,all,Politics,www.wxxv25.com,Republican,0,22,22,Republican,0,1,1,75
low,Negative,local,Mixed,www.wxxv25.com,Republican,0,22,22,Republican,0,2,2,75
low,Negative,non_local,Politics,www.wxxv25.com,Republican,0,22,22,Republican,0,1,1,75
high,Positive,all,Politics,www.wwnytv.com,Republican,0,49,49,Republican,0,9,9,95
high,Positive,all,Mixed,www.wwnytv.com,Republican,0,49,49,Republican,0,19,19,95
high,Positive,all,Non Politics,www.wwnytv.com,Republican,0,49,49,Republican,0,6,6,95
high,Positive,local,Mixed,www.wwnytv.com,Republican,0,49,49,Republican,0,11,11,95
high,Positive,local,Politics,www.wwnytv.com,Republican,0,49,49,Republican,0,3,3,95
high,Positive,local,Non Politics,www.wwnytv.com,Republican,0,49,49,Republican,0,3,3,95
high,Positive,non_local,Politics,www.wwnytv.com,Republican,0,49,49,Republican,0,6,6,95
high,Positive,non_local,Mixed,www.wwnytv.com,Republican,0,49,49,Republican,0,8,8,95
high,Positive,non_local,Non Politics,www.wwnytv.com,Republican,0,49,49,Republican,0,3,3,95
high,Negative,all,Politics,www.wwnytv.com,Republican,0,49,49,Republican,0,8,8,95
high,Negative,all,Mixed,www.wwnytv.com,Republican,0,49,49,Republican,0,7,7,95
high,Negative,local,Mixed,www.wwnytv.com,Republican,0,49,49,Republican,0,4,4,95
high,Negative,local,Politics,www.wwnytv.com,Republican,0,49,49,Republican,0,4,4,95
high,Negative,non_local,Politics,www.wwnytv.com,Republican,0,49,49,Republican,0,4,4,95
high,Negative,non_local,Mixed,www.wwnytv.com,Republican,0,49,49,Republican,0,3,3,95
high,Positive,all,Politics,www.wweek.com,Democrat,36,1,37,Democrat,4,0,4,92.5
high,Positive,all,Mixed,www.wweek.com,Democrat,36,1,37,Democrat,13,0,13,92.5
high,Positive,all,Non Politics,www.wweek.com,Democrat,36,1,37,Democrat,4,0,4,92.5
high,Positive,local,Mixed,www.wweek.com,Democrat,36,1,37,Democrat,9,0,9,92.5
high,Positive,local,Politics,www.wweek.com,Democrat,36,1,37,Democrat,2,0,2,92.5
high,Positive,local,Non Politics,www.wweek.com,Democrat,36,1,37,Democrat,3,0,3,92.5
high,Positive,non_local,Politics,www.wweek.com,Democrat,36,1,37,Democrat,2,0,2,92.5
high,Positive,non_local,Mixed,www.wweek.com,Democrat,36,1,37,Democrat,4,0,4,92.5
high,Positive,non_local,Non Politics,www.wweek.com,Democrat,36,1,37,Democrat,1,0,1,92.5
high,Negative,all,Politics,www.wweek.com,Democrat,36,1,37,Democrat,8,0,8,92.5
high,Negative,all,Mixed,www.wweek.com,Democrat,36,1,37,Democrat,5,1,6,92.5
high,Negative,all,Non Politics,www.wweek.com,Democrat,36,1,37,Democrat,2,0,2,92.5
high,Negative,local,Mixed,www.wweek.com,Democrat,36,1,37,Democrat,2,0,2,92.5
high,Negative,local,Non Politics,www.wweek.com,Democrat,36,1,37,Democrat,2,0,2,92.5
high,Negative,local,Politics,www.wweek.com,Democrat,36,1,37,Democrat,3,0,3,92.5
high,Negative,non_local,Politics,www.wweek.com,Democrat,36,1,37,Democrat,5,0,5,92.5
high,Negative,non_local,Mixed,www.wweek.com,Democrat,36,1,37,Democrat,3,1,4,92.5
high,Positive,all,Politics,www.wwaytv3.com,Republican,1,20,21,Republican,0,4,4,87.5
high,Positive,all,Mixed,www.wwaytv3.com,Republican,1,20,21,Republican,1,9,10,87.5
high,Positive,all,Non Politics,www.wwaytv3.com,Republican,1,20,21,Republican,0,3,3,87.5
high,Positive,local,Mixed,www.wwaytv3.com,Republican,1,20,21,Republican,1,5,6,87.5
high,Positive,local,Politics,www.wwaytv3.com,Republican,1,20,21,Republican,0,2,2,87.5
high,Positive,local,Non Politics,www.wwaytv3.com,Republican,1,20,21,Republican,0,3,3,87.5
high,Positive,non_local,Politics,www.wwaytv3.com,Republican,1,20,21,Republican,0,2,2,87.5
high,Positive,non_local,Mixed,www.wwaytv3.com,Republican,1,20,21,Republican,0,4,4,87.5
high,Negative,all,Politics,www.wwaytv3.com,Republican,1,20,21,Republican,0,3,3,87.5
high,Negative,all,Mixed,www.wwaytv3.com,Republican,1,20,21,Republican,0,1,1,87.5
high,Negative,local,Politics,www.wwaytv3.com,Republican,1,20,21,Republican,0,2,2,87.5
high,Negative,non_local,Politics,www.wwaytv3.com,Republican,1,20,21,Republican,0,1,1,87.5
high,Negative,non_local,Mixed,www.wwaytv3.com,Republican,1,20,21,Republican,0,1,1,87.5
high,Positive,all,Politics,www.wuwm.com,Democrat,6,1,7,Democrat,3,0,3,100
high,Positive,all,Mixed,www.wuwm.com,Democrat,6,1,7,Democrat,1,0,1,100
high,Positive,all,Non Politics,www.wuwm.com,Democrat,6,1,7,Both,1,1,2,100
high,Positive,local,Mixed,www.wuwm.com,Democrat,6,1,7,Democrat,1,0,1,100
high,Positive,local,Politics,www.wuwm.com,Democrat,6,1,7,Democrat,1,0,1,100
high,Positive,local,Non Politics,www.wuwm.com,Democrat,6,1,7,Republican,0,1,1,100
high,Positive,non_local,Politics,www.wuwm.com,Democrat,6,1,7,Democrat,2,0,2,100
high,Positive,non_local,Non Politics,www.wuwm.com,Democrat,6,1,7,Democrat,1,0,1,100
high,Negative,all,Politics,www.wuwm.com,Democrat,6,1,7,Democrat,1,0,1,100
high,Negative,local,Politics,www.wuwm.com,Democrat,6,1,7,Democrat,1,0,1,100
high,Positive,all,Politics,www.wtxl.com,Democrat,14,7,21,Democrat,2,0,2,100
high,Positive,all,Mixed,www.wtxl.com,Democrat,14,7,21,Both,7,6,13,100
high,Positive,all,Non Politics,www.wtxl.com,Democrat,14,7,21,Democrat,1,0,1,100
high,Positive,local,Mixed,www.wtxl.com,Democrat,14,7,21,Both,5,4,9,100
high,Positive,local,Politics,www.wtxl.com,Democrat,14,7,21,Democrat,1,0,1,100
high,Positive,local,Non Politics,www.wtxl.com,Democrat,14,7,21,Democrat,1,0,1,100
high,Positive,non_local,Politics,www.wtxl.com,Democrat,14,7,21,Democrat,1,0,1,100
high,Positive,non_local,Mixed,www.wtxl.com,Democrat,14,7,21,Both,2,2,4,100
high,Negative,all,Politics,www.wtxl.com,Democrat,14,7,21,Democrat,2,0,2,100
high,Negative,all,Mixed,www.wtxl.com,Democrat,14,7,21,Both,1,1,2,100
high,Negative,all,Non Politics,www.wtxl.com,Democrat,14,7,21,Democrat,1,0,1,100
high,Negative,local,Non Politics,www.wtxl.com,Democrat,14,7,21,Democrat,1,0,1,100
high,Negative,local,Politics,www.wtxl.com,Democrat,14,7,21,Democrat,2,0,2,100
high,Negative,non_local,Mixed,www.wtxl.com,Democrat,14,7,21,Both,1,1,2,100
high,Positive,all,Mixed,www.wtvy.com,Both,3,4,7,Democrat,3,1,4,100
high,Positive,all,Non Politics,www.wtvy.com,Both,3,4,7,Republican,0,2,2,100
high,Positive,local,Mixed,www.wtvy.com,Both,3,4,7,Democrat,3,1,4,100
high,Positive,local,Non Politics,www.wtvy.com,Both,3,4,7,Republican,0,1,1,100
high,Positive,non_local,Non Politics,www.wtvy.com,Both,3,4,7,Republican,0,1,1,100
high,Negative,all,Politics,www.wtvy.com,Both,3,4,7,Republican,0,1,1,100
high,Negative,non_local,Politics,www.wtvy.com,Both,3,4,7,Republican,0,1,1,100
high,Positive,all,Politics,www.wtvr.com,Democrat,14,2,16,Democrat,4,0,4,100
high,Positive,all,Mixed,www.wtvr.com,Democrat,14,2,16,Democrat,6,1,7,100
high,Positive,all,Non Politics,www.wtvr.com,Democrat,14,2,16,Democrat,3,0,3,100
high,Positive,local,Mixed,www.wtvr.com,Democrat,14,2,16,Democrat,3,0,3,100
high,Positive,local,Politics,www.wtvr.com,Democrat,14,2,16,Democrat,4,0,4,100
high,Positive,local,Non Politics,www.wtvr.com,Democrat,14,2,16,Democrat,3,0,3,100
high,Positive,non_local,Mixed,www.wtvr.com,Democrat,14,2,16,Democrat,3,1,4,100
high,Negative,all,Mixed,www.wtvr.com,Democrat,14,2,16,Both,1,1,2,100
high,Negative,local,Mixed,www.wtvr.com,Democrat,14,2,16,Democrat,1,0,1,100
high,Negative,non_local,Mixed,www.wtvr.com,Democrat,14,2,16,Republican,0,1,1,100
low,Positive,all,Politics,www.wtvq.com,Republican,0,48,48,Republican,0,2,2,75
low,Positive,all,Non Politics,www.wtvq.com,Republican,0,48,48,Republican,0,2,2,75
low,Positive,all,Mixed,www.wtvq.com,Republican,0,48,48,Republican,0,39,39,75
low,Positive,local,Non Politics,www.wtvq.com,Republican,0,48,48,Republican,0,2,2,75
low,Positive,local,Politics,www.wtvq.com,Republican,0,48,48,Republican,0,1,1,75
low,Positive,local,Mixed,www.wtvq.com,Republican,0,48,48,Republican,0,33,33,75
low,Positive,non_local,Politics,www.wtvq.com,Republican,0,48,48,Republican,0,1,1,75
low,Positive,non_local,Mixed,www.wtvq.com,Republican,0,48,48,Republican,0,6,6,75
low,Negative,all,Mixed,www.wtvq.com,Republican,0,48,48,Republican,0,3,3,75
low,Negative,all,Politics,www.wtvq.com,Republican,0,48,48,Republican,0,2,2,75
low,Negative,local,Mixed,www.wtvq.com,Republican,0,48,48,Republican,0,1,1,75
low,Negative,local,Politics,www.wtvq.com,Republican,0,48,48,Republican,0,1,1,75
low,Negative,non_local,Mixed,www.wtvq.com,Republican,0,48,48,Republican,0,2,2,75
low,Negative,non_local,Politics,www.wtvq.com,Republican,0,48,48,Republican,0,1,1,75
high,Positive,all,Politics,www.wtvm.com,Republican,1,4,5,Republican,0,1,1,95
high,Positive,all,Mixed,www.wtvm.com,Republican,1,4,5,Republican,1,2,3,95
high,Positive,all,Non Politics,www.wtvm.com,Republican,1,4,5,Republican,0,1,1,95
high,Positive,local,Mixed,www.wtvm.com,Republican,1,4,5,Republican,1,2,3,95
high,Positive,local,Non Politics,www.wtvm.com,Republican,1,4,5,Republican,0,1,1,95
high,Positive,non_local,Politics,www.wtvm.com,Republican,1,4,5,Republican,0,1,1,95
high,Positive,all,Politics,www.wtop.com,Democrat,2,0,2,Democrat,1,0,1,92.5
high,Positive,all,Mixed,www.wtop.com,Democrat,2,0,2,Democrat,1,0,1,92.5
high,Positive,local,Mixed,www.wtop.com,Democrat,2,0,2,Democrat,1,0,1,92.5
high,Positive,local,Politics,www.wtop.com,Democrat,2,0,2,Democrat,1,0,1,92.5
high,Positive,all,Politics,www.wtok.com,Republican,3,15,18,Both,1,1,2,95
high,Positive,all,Mixed,www.wtok.com,Republican,3,15,18,Republican,2,9,11,95
high,Positive,all,Non Politics,www.wtok.com,Republican,3,15,18,Republican,0,3,3,95
high,Positive,local,Mixed,www.wtok.com,Republican,3,15,18,Republican,2,8,10,95
high,Positive,local,Non Politics,www.wtok.com,Republican,3,15,18,Republican,0,3,3,95
high,Positive,non_local,Politics,www.wtok.com,Republican,3,15,18,Both,1,1,2,95
high,Positive,non_local,Mixed,www.wtok.com,Republican,3,15,18,Republican,0,1,1,95
high,Negative,all,Politics,www.wtok.com,Republican,3,15,18,Republican,0,2,2,95
high,Negative,non_local,Politics,www.wtok.com,Republican,3,15,18,Republican,0,2,2,95
high,Positive,all,Politics,www.wtoc.com,Republican,0,29,29,Republican,0,3,3,95
high,Positive,all,Mixed,www.wtoc.com,Republican,0,29,29,Republican,0,14,14,95
high,Positive,all,Non Politics,www.wtoc.com,Republican,0,29,29,Republican,0,7,7,95
high,Positive,local,Mixed,www.wtoc.com,Republican,0,29,29,Republican,0,9,9,95
high,Positive,local,Politics,www.wtoc.com,Republican,0,29,29,Republican,0,2,2,95
high,Positive,local,Non Politics,www.wtoc.com,Republican,0,29,29,Republican,0,4,4,95
high,Positive,non_local,Politics,www.wtoc.com,Republican,0,29,29,Republican,0,1,1,95
high,Positive,non_local,Mixed,www.wtoc.com,Republican,0,29,29,Republican,0,5,5,95
high,Positive,non_local,Non Politics,www.wtoc.com,Republican,0,29,29,Republican,0,3,3,95
high,Negative,all,Politics,www.wtoc.com,Republican,0,29,29,Republican,0,1,1,95
high,Negative,all,Mixed,www.wtoc.com,Republican,0,29,29,Republican,0,4,4,95
high,Negative,local,Mixed,www.wtoc.com,Republican,0,29,29,Republican,0,3,3,95
high,Negative,local,Politics,www.wtoc.com,Republican,0,29,29,Republican,0,1,1,95
high,Negative,non_local,Mixed,www.wtoc.com,Republican,0,29,29,Republican,0,1,1,95
high,Positive,all,Non Politics,www.wtmj.com,Republican,0,1,1,Republican,0,1,1,82.5
high,Positive,non_local,Non Politics,www.wtmj.com,Republican,0,1,1,Republican,0,1,1,82.5
high,Positive,all,Politics,www.wtkr.com,Democrat,73,5,78,Democrat,7,0,7,100
high,Positive,all,Mixed,www.wtkr.com,Democrat,73,5,78,Democrat,32,2,34,100
high,Positive,all,Non Politics,www.wtkr.com,Democrat,73,5,78,Democrat,11,3,14,100
high,Positive,local,Mixed,www.wtkr.com,Democrat,73,5,78,Democrat,24,0,24,100
high,Positive,local,Politics,www.wtkr.com,Democrat,73,5,78,Democrat,6,0,6,100
high,Positive,local,Non Politics,www.wtkr.com,Democrat,73,5,78,Democrat,10,1,11,100
high,Positive,non_local,Politics,www.wtkr.com,Democrat,73,5,78,Democrat,1,0,1,100
high,Positive,non_local,Mixed,www.wtkr.com,Democrat,73,5,78,Democrat,8,2,10,100
high,Positive,non_local,Non Politics,www.wtkr.com,Democrat,73,5,78,Republican,1,2,3,100
high,Negative,all,Politics,www.wtkr.com,Democrat,73,5,78,Democrat,7,0,7,100
high,Negative,all,Mixed,www.wtkr.com,Democrat,73,5,78,Democrat,14,0,14,100
high,Negative,all,Non Politics,www.wtkr.com,Democrat,73,5,78,Democrat,2,0,2,100
