Score_Category,Sentiment,Local_Category,Topic_Category,Domain,Global_Classification,Global_Democrat_Count,Global_Republican_Count,Global_Total_Count,Combination_Classification,Combination_Democrat_Count,Combination_Republican_Count,Combination_Total_Count,Score
high,Negative,local,Mixed,www.defensenews.com,Republican,42,96,138,Republican,1,2,3,95
high,Negative,local,Politics,www.defensenews.com,Republican,42,96,138,Democrat,3,1,4,95
high,Negative,non_local,Politics,www.defensenews.com,Republican,42,96,138,Both,6,7,13,95
high,Negative,non_local,Mixed,www.defensenews.com,Republican,42,96,138,Republican,2,7,9,95
high,Positive,all,Politics,www.deadlinedetroit.com,Democrat,8,0,8,Democrat,1,0,1,87.5
high,Positive,all,Mixed,www.deadlinedetroit.com,Democrat,8,0,8,Democrat,2,0,2,87.5
high,Positive,all,Non Politics,www.deadlinedetroit.com,Democrat,8,0,8,Democrat,1,0,1,87.5
high,Positive,local,Mixed,www.deadlinedetroit.com,Democrat,8,0,8,Democrat,2,0,2,87.5
high,Positive,local,Non Politics,www.deadlinedetroit.com,Democrat,8,0,8,Democrat,1,0,1,87.5
high,Positive,non_local,Politics,www.deadlinedetroit.com,Democrat,8,0,8,Democrat,1,0,1,87.5
high,Negative,all,Politics,www.deadlinedetroit.com,Democrat,8,0,8,Democrat,2,0,2,87.5
high,Negative,all,Mixed,www.deadlinedetroit.com,Democrat,8,0,8,Democrat,1,0,1,87.5
high,Negative,all,Non Politics,www.deadlinedetroit.com,Democrat,8,0,8,Democrat,1,0,1,87.5
high,Negative,local,Non Politics,www.deadlinedetroit.com,Democrat,8,0,8,Democrat,1,0,1,87.5
high,Negative,local,Politics,www.deadlinedetroit.com,Democrat,8,0,8,Democrat,2,0,2,87.5
high,Negative,non_local,Mixed,www.deadlinedetroit.com,Democrat,8,0,8,Democrat,1,0,1,87.5
high,Positive,all,Mixed,www.dcourier.com,Both,4,3,7,Democrat,4,2,6,100
high,Positive,local,Mixed,www.dcourier.com,Both,4,3,7,Democrat,3,1,4,100
high,Positive,non_local,Mixed,www.dcourier.com,Both,4,3,7,Both,1,1,2,100
high,Negative,all,Non Politics,www.dcourier.com,Both,4,3,7,Republican,0,1,1,100
high,Negative,non_local,Non Politics,www.dcourier.com,Both,4,3,7,Republican,0,1,1,100
high,Positive,all,Politics,www.dallasobserver.com,Democrat,4,0,4,Democrat,1,0,1,87.5
high,Positive,all,Mixed,www.dallasobserver.com,Democrat,4,0,4,Democrat,1,0,1,87.5
high,Positive,non_local,Politics,www.dallasobserver.com,Democrat,4,0,4,Democrat,1,0,1,87.5
high,Positive,non_local,Mixed,www.dallasobserver.com,Democrat,4,0,4,Democrat,1,0,1,87.5
high,Negative,all,Politics,www.dallasobserver.com,Democrat,4,0,4,Democrat,1,0,1,87.5
high,Negative,all,Mixed,www.dallasobserver.com,Democrat,4,0,4,Democrat,1,0,1,87.5
high,Negative,local,Mixed,www.dallasobserver.com,Democrat,4,0,4,Democrat,1,0,1,87.5
high,Negative,local,Politics,www.dallasobserver.com,Democrat,4,0,4,Democrat,1,0,1,87.5
high,Positive,all,Politics,www.dallasnews.com,Democrat,381,189,570,Both,74,54,128,100
high,Positive,all,Mixed,www.dallasnews.com,Democrat,381,189,570,Democrat,157,79,236,100
high,Positive,all,Non Politics,www.dallasnews.com,Democrat,381,189,570,Democrat,39,22,61,100
high,Positive,local,Mixed,www.dallasnews.com,Democrat,381,189,570,Democrat,98,39,137,100
high,Positive,local,Politics,www.dallasnews.com,Democrat,381,189,570,Democrat,31,14,45,100
high,Positive,local,Non Politics,www.dallasnews.com,Democrat,381,189,570,Democrat,24,12,36,100
high,Positive,non_local,Politics,www.dallasnews.com,Democrat,381,189,570,Both,43,40,83,100
high,Positive,non_local,Mixed,www.dallasnews.com,Democrat,381,189,570,Both,59,40,99,100
high,Positive,non_local,Non Politics,www.dallasnews.com,Democrat,381,189,570,Both,15,10,25,100
high,Negative,all,Politics,www.dallasnews.com,Democrat,381,189,570,Democrat,36,14,50,100
high,Negative,all,Mixed,www.dallasnews.com,Democrat,381,189,570,Democrat,66,17,83,100
high,Negative,all,Non Politics,www.dallasnews.com,Democrat,381,189,570,Democrat,9,3,12,100
high,Negative,local,Mixed,www.dallasnews.com,Democrat,381,189,570,Democrat,37,6,43,100
high,Negative,local,Non Politics,www.dallasnews.com,Democrat,381,189,570,Democrat,6,1,7,100
high,Negative,local,Politics,www.dallasnews.com,Democrat,381,189,570,Democrat,15,5,20,100
high,Negative,non_local,Politics,www.dallasnews.com,Democrat,381,189,570,Democrat,21,9,30,100
high,Negative,non_local,Mixed,www.dallasnews.com,Democrat,381,189,570,Democrat,29,11,40,100
high,Negative,non_local,Non Politics,www.dallasnews.com,Democrat,381,189,570,Both,3,2,5,100
high,Positive,all,Mixed,www.dakotanewsnow.com,Republican,1,2,3,Both,1,1,2,100
high,Positive,all,Non Politics,www.dakotanewsnow.com,Republican,1,2,3,Republican,0,1,1,100
high,Positive,local,Mixed,www.dakotanewsnow.com,Republican,1,2,3,Democrat,1,0,1,100
high,Positive,local,Non Politics,www.dakotanewsnow.com,Republican,1,2,3,Republican,0,1,1,100
high,Positive,non_local,Mixed,www.dakotanewsnow.com,Republican,1,2,3,Republican,0,1,1,100
high,Positive,all,Mixed,www.dailyworld.com,Republican,0,3,3,Republican,0,1,1,95
high,Positive,all,Non Politics,www.dailyworld.com,Republican,0,3,3,Republican,0,1,1,95
high,Positive,local,Mixed,www.dailyworld.com,Republican,0,3,3,Republican,0,1,1,95
high,Positive,local,Non Politics,www.dailyworld.com,Republican,0,3,3,Republican,0,1,1,95
high,Negative,all,Mixed,www.dailyworld.com,Republican,0,3,3,Republican,0,1,1,95
high,Negative,local,Mixed,www.dailyworld.com,Republican,0,3,3,Republican,0,1,1,95
low,Positive,all,Politics,www.dailywire.com,Republican,3,291,294,Republican,0,72,72,69.5
low,Positive,all,Non Politics,www.dailywire.com,Republican,3,291,294,Republican,0,7,7,69.5
low,Positive,all,Mixed,www.dailywire.com,Republican,3,291,294,Republican,3,65,68,69.5
low,Positive,local,Non Politics,www.dailywire.com,Republican,3,291,294,Republican,0,1,1,69.5
low,Positive,local,Politics,www.dailywire.com,Republican,3,291,294,Republican,0,10,10,69.5
low,Positive,local,Mixed,www.dailywire.com,Republican,3,291,294,Republican,0,4,4,69.5
low,Positive,non_local,Politics,www.dailywire.com,Republican,3,291,294,Republican,0,62,62,69.5
low,Positive,non_local,Mixed,www.dailywire.com,Republican,3,291,294,Republican,3,61,64,69.5
low,Positive,non_local,Non Politics,www.dailywire.com,Republican,3,291,294,Republican,0,6,6,69.5
low,Negative,all,Mixed,www.dailywire.com,Republican,3,291,294,Republican,0,47,47,69.5
low,Negative,all,Politics,www.dailywire.com,Republican,3,291,294,Republican,0,94,94,69.5
low,Negative,all,Non Politics,www.dailywire.com,Republican,3,291,294,Republican,0,6,6,69.5
low,Negative,local,Mixed,www.dailywire.com,Republican,3,291,294,Republican,0,14,14,69.5
low,Negative,local,Politics,www.dailywire.com,Republican,3,291,294,Republican,0,14,14,69.5
low,Negative,local,Non Politics,www.dailywire.com,Republican,3,291,294,Republican,0,1,1,69.5
low,Negative,non_local,Mixed,www.dailywire.com,Republican,3,291,294,Republican,0,33,33,69.5
low,Negative,non_local,Politics,www.dailywire.com,Republican,3,291,294,Republican,0,80,80,69.5
low,Negative,non_local,Non Politics,www.dailywire.com,Republican,3,291,294,Republican,0,5,5,69.5
high,Positive,all,Mixed,www.dailytribune.com,Democrat,1,0,1,Democrat,1,0,1,92.5
high,Positive,local,Mixed,www.dailytribune.com,Democrat,1,0,1,Democrat,1,0,1,92.5
high,Positive,all,Politics,www.daily-times.com,Democrat,21,0,21,Democrat,7,0,7,100
high,Positive,all,Mixed,www.daily-times.com,Democrat,21,0,21,Democrat,10,0,10,100
high,Positive,all,Non Politics,www.daily-times.com,Democrat,21,0,21,Democrat,3,0,3,100
high,Positive,local,Mixed,www.daily-times.com,Democrat,21,0,21,Democrat,10,0,10,100
high,Positive,local,Politics,www.daily-times.com,Democrat,21,0,21,Democrat,7,0,7,100
high,Positive,local,Non Politics,www.daily-times.com,Democrat,21,0,21,Democrat,1,0,1,100
high,Positive,non_local,Non Politics,www.daily-times.com,Democrat,21,0,21,Democrat,2,0,2,100
high,Negative,all,Non Politics,www.daily-times.com,Democrat,21,0,21,Democrat,1,0,1,100
high,Negative,local,Non Politics,www.daily-times.com,Democrat,21,0,21,Democrat,1,0,1,100
high,Positive,all,Politics,www.dailysignal.com,Republican,2,370,372,Republican,0,97,97,100
high,Positive,all,Mixed,www.dailysignal.com,Republican,2,370,372,Republican,1,154,155,100
high,Positive,all,Non Politics,www.dailysignal.com,Republican,2,370,372,Republican,0,9,9,100
high,Positive,local,Mixed,www.dailysignal.com,Republican,2,370,372,Republican,0,30,30,100
high,Positive,local,Politics,www.dailysignal.com,Republican,2,370,372,Republican,0,11,11,100
high,Positive,local,Non Politics,www.dailysignal.com,Republican,2,370,372,Republican,0,1,1,100
high,Positive,non_local,Politics,www.dailysignal.com,Republican,2,370,372,Republican,0,86,86,100
high,Positive,non_local,Mixed,www.dailysignal.com,Republican,2,370,372,Republican,1,124,125,100
high,Positive,non_local,Non Politics,www.dailysignal.com,Republican,2,370,372,Republican,0,8,8,100
high,Negative,all,Politics,www.dailysignal.com,Republican,2,370,372,Republican,0,45,45,100
high,Negative,all,Mixed,www.dailysignal.com,Republican,2,370,372,Republican,1,61,62,100
high,Negative,all,Non Politics,www.dailysignal.com,Republican,2,370,372,Republican,0,4,4,100
high,Negative,local,Mixed,www.dailysignal.com,Republican,2,370,372,Republican,0,9,9,100
high,Negative,local,Politics,www.dailysignal.com,Republican,2,370,372,Republican,0,5,5,100
high,Negative,non_local,Politics,www.dailysignal.com,Republican,2,370,372,Republican,0,40,40,100
high,Negative,non_local,Mixed,www.dailysignal.com,Republican,2,370,372,Republican,1,52,53,100
high,Negative,non_local,Non Politics,www.dailysignal.com,Republican,2,370,372,Republican,0,4,4,100
high,Negative,all,Mixed,www.dailyrepublicannews.com,Republican,0,1,1,Republican,0,1,1,80
high,Negative,non_local,Mixed,www.dailyrepublicannews.com,Republican,0,1,1,Republican,0,1,1,80
high,Positive,all,Politics,www.dailyrecord.com,Democrat,7,1,8,Democrat,3,0,3,95
high,Positive,all,Mixed,www.dailyrecord.com,Democrat,7,1,8,Democrat,4,0,4,95
high,Positive,all,Non Politics,www.dailyrecord.com,Democrat,7,1,8,Republican,0,1,1,95
high,Positive,local,Mixed,www.dailyrecord.com,Democrat,7,1,8,Democrat,3,0,3,95
high,Positive,local,Politics,www.dailyrecord.com,Democrat,7,1,8,Democrat,1,0,1,95
high,Positive,local,Non Politics,www.dailyrecord.com,Democrat,7,1,8,Republican,0,1,1,95
high,Positive,non_local,Politics,www.dailyrecord.com,Democrat,7,1,8,Democrat,2,0,2,95
high,Positive,non_local,Mixed,www.dailyrecord.com,Democrat,7,1,8,Democrat,1,0,1,95
high,Positive,all,Politics,www.dailyprogress.com,Democrat,1,0,1,Democrat,1,0,1,85
high,Positive,local,Politics,www.dailyprogress.com,Democrat,1,0,1,Democrat,1,0,1,85
high,Positive,all,Politics,www.dailynews.com,Democrat,52,10,62,Democrat,6,1,7,100
high,Positive,all,Mixed,www.dailynews.com,Democrat,52,10,62,Democrat,26,4,30,100
high,Positive,all,Non Politics,www.dailynews.com,Democrat,52,10,62,Democrat,7,0,7,100
high,Positive,local,Mixed,www.dailynews.com,Democrat,52,10,62,Democrat,11,0,11,100
high,Positive,local,Politics,www.dailynews.com,Democrat,52,10,62,Democrat,3,0,3,100
high,Positive,local,Non Politics,www.dailynews.com,Democrat,52,10,62,Democrat,3,0,3,100
high,Positive,non_local,Politics,www.dailynews.com,Democrat,52,10,62,Democrat,3,1,4,100
high,Positive,non_local,Mixed,www.dailynews.com,Democrat,52,10,62,Democrat,15,4,19,100
high,Positive,non_local,Non Politics,www.dailynews.com,Democrat,52,10,62,Democrat,4,0,4,100
high,Negative,all,Politics,www.dailynews.com,Democrat,52,10,62,Democrat,5,0,5,100
high,Negative,all,Mixed,www.dailynews.com,Democrat,52,10,62,Democrat,7,4,11,100
high,Negative,all,Non Politics,www.dailynews.com,Democrat,52,10,62,Both,1,1,2,100
high,Negative,local,Mixed,www.dailynews.com,Democrat,52,10,62,Both,3,3,6,100
high,Negative,local,Politics,www.dailynews.com,Democrat,52,10,62,Democrat,2,0,2,100
high,Negative,non_local,Politics,www.dailynews.com,Democrat,52,10,62,Democrat,3,0,3,100
high,Negative,non_local,Mixed,www.dailynews.com,Democrat,52,10,62,Democrat,4,1,5,100
high,Negative,non_local,Non Politics,www.dailynews.com,Democrat,52,10,62,Both,1,1,2,100
high,Positive,all,Politics,www.dailylocal.com,Republican,1,6,7,Republican,0,1,1,92.5
high,Positive,all,Mixed,www.dailylocal.com,Republican,1,6,7,Republican,1,3,4,92.5
high,Positive,all,Non Politics,www.dailylocal.com,Republican,1,6,7,Republican,0,2,2,92.5
high,Positive,local,Mixed,www.dailylocal.com,Republican,1,6,7,Republican,0,2,2,92.5
high,Positive,local,Non Politics,www.dailylocal.com,Republican,1,6,7,Republican,0,1,1,92.5
high,Positive,non_local,Politics,www.dailylocal.com,Republican,1,6,7,Republican,0,1,1,92.5
high,Positive,non_local,Mixed,www.dailylocal.com,Republican,1,6,7,Both,1,1,2,92.5
high,Positive,non_local,Non Politics,www.dailylocal.com,Republican,1,6,7,Republican,0,1,1,92.5
low,Positive,all,Mixed,www.dailyleader.com,Republican,0,2,2,Republican,0,1,1,72.5
low,Positive,local,Mixed,www.dailyleader.com,Republican,0,2,2,Republican,0,1,1,72.5
low,Negative,all,Non Politics,www.dailyleader.com,Republican,0,2,2,Republican,0,1,1,72.5
low,Negative,local,Non Politics,www.dailyleader.com,Republican,0,2,2,Republican,0,1,1,72.5
low,Positive,all,Politics,www.dailykos.com,Democrat,86,2,88,Democrat,35,1,36,37
low,Positive,all,Non Politics,www.dailykos.com,Democrat,86,2,88,Democrat,1,0,1,37
low,Positive,all,Mixed,www.dailykos.com,Democrat,86,2,88,Democrat,22,1,23,37
low,Positive,local,Politics,www.dailykos.com,Democrat,86,2,88,Democrat,13,0,13,37
low,Positive,local,Mixed,www.dailykos.com,Democrat,86,2,88,Democrat,6,0,6,37
low,Positive,non_local,Politics,www.dailykos.com,Democrat,86,2,88,Democrat,22,1,23,37
low,Positive,non_local,Mixed,www.dailykos.com,Democrat,86,2,88,Democrat,16,1,17,37
low,Positive,non_local,Non Politics,www.dailykos.com,Democrat,86,2,88,Democrat,1,0,1,37
low,Negative,all,Mixed,www.dailykos.com,Democrat,86,2,88,Democrat,10,0,10,37
low,Negative,all,Politics,www.dailykos.com,Democrat,86,2,88,Democrat,18,0,18,37
low,Negative,local,Mixed,www.dailykos.com,Democrat,86,2,88,Democrat,5,0,5,37
low,Negative,local,Politics,www.dailykos.com,Democrat,86,2,88,Democrat,3,0,3,37
low,Negative,non_local,Mixed,www.dailykos.com,Democrat,86,2,88,Democrat,5,0,5,37
low,Negative,non_local,Politics,www.dailykos.com,Democrat,86,2,88,Democrat,15,0,15,37
high,Negative,all,Politics,www.daily-jeff.com,Democrat,1,0,1,Democrat,1,0,1,95
high,Negative,non_local,Politics,www.daily-jeff.com,Democrat,1,0,1,Democrat,1,0,1,95
high,Positive,all,Mixed,www.dailyinterlake.com,Republican,0,2,2,Republican,0,1,1,92.5
high,Positive,local,Mixed,www.dailyinterlake.com,Republican,0,2,2,Republican,0,1,1,92.5
high,Negative,all,Politics,www.dailyinterlake.com,Republican,0,2,2,Republican,0,1,1,92.5
high,Negative,local,Politics,www.dailyinterlake.com,Republican,0,2,2,Republican,0,1,1,92.5
high,Positive,all,Politics,www.dailyherald.com,Democrat,305,17,322,Democrat,28,4,32,100
high,Positive,all,Mixed,www.dailyherald.com,Democrat,305,17,322,Democrat,150,7,157,100
high,Positive,all,Non Politics,www.dailyherald.com,Democrat,305,17,322,Democrat,60,1,61,100
high,Positive,local,Mixed,www.dailyherald.com,Democrat,305,17,322,Democrat,127,5,132,100
high,Positive,local,Politics,www.dailyherald.com,Democrat,305,17,322,Democrat,18,2,20,100
high,Positive,local,Non Politics,www.dailyherald.com,Democrat,305,17,322,Democrat,56,1,57,100
high,Positive,non_local,Politics,www.dailyherald.com,Democrat,305,17,322,Democrat,10,2,12,100
high,Positive,non_local,Mixed,www.dailyherald.com,Democrat,305,17,322,Democrat,23,2,25,100
high,Positive,non_local,Non Politics,www.dailyherald.com,Democrat,305,17,322,Democrat,4,0,4,100
high,Negative,all,Politics,www.dailyherald.com,Democrat,305,17,322,Democrat,16,1,17,100
high,Negative,all,Mixed,www.dailyherald.com,Democrat,305,17,322,Democrat,44,3,47,100
high,Negative,all,Non Politics,www.dailyherald.com,Democrat,305,17,322,Democrat,7,1,8,100
high,Negative,local,Mixed,www.dailyherald.com,Democrat,305,17,322,Democrat,33,1,34,100
high,Negative,local,Non Politics,www.dailyherald.com,Democrat,305,17,322,Democrat,5,1,6,100
high,Negative,local,Politics,www.dailyherald.com,Democrat,305,17,322,Democrat,8,0,8,100
high,Negative,non_local,Politics,www.dailyherald.com,Democrat,305,17,322,Democrat,8,1,9,100
high,Negative,non_local,Mixed,www.dailyherald.com,Democrat,305,17,322,Democrat,11,2,13,100
high,Negative,non_local,Non Politics,www.dailyherald.com,Democrat,305,17,322,Democrat,2,0,2,100
high,Positive,all,Politics,www.dailyfreeman.com,Democrat,27,0,27,Democrat,3,0,3,92.5
high,Positive,all,Mixed,www.dailyfreeman.com,Democrat,27,0,27,Democrat,10,0,10,92.5
high,Positive,all,Non Politics,www.dailyfreeman.com,Democrat,27,0,27,Democrat,10,0,10,92.5
high,Positive,local,Mixed,www.dailyfreeman.com,Democrat,27,0,27,Democrat,8,0,8,92.5
high,Positive,local,Politics,www.dailyfreeman.com,Democrat,27,0,27,Democrat,3,0,3,92.5
high,Positive,local,Non Politics,www.dailyfreeman.com,Democrat,27,0,27,Democrat,10,0,10,92.5
high,Positive,non_local,Mixed,www.dailyfreeman.com,Democrat,27,0,27,Democrat,2,0,2,92.5
high,Negative,all,Mixed,www.dailyfreeman.com,Democrat,27,0,27,Democrat,3,0,3,92.5
high,Negative,all,Non Politics,www.dailyfreeman.com,Democrat,27,0,27,Democrat,1,0,1,92.5
high,Negative,local,Mixed,www.dailyfreeman.com,Democrat,27,0,27,Democrat,3,0,3,92.5
high,Negative,local,Non Politics,www.dailyfreeman.com,Democrat,27,0,27,Democrat,1,0,1,92.5
high,Positive,all,Politics,www.dailydot.com,Democrat,10,3,13,Both,3,2,5,80
high,Positive,all,Mixed,www.dailydot.com,Democrat,10,3,13,Democrat,2,1,3,80
high,Positive,local,Mixed,www.dailydot.com,Democrat,10,3,13,Democrat,2,0,2,80
high,Positive,local,Politics,www.dailydot.com,Democrat,10,3,13,Democrat,1,0,1,80
high,Positive,non_local,Politics,www.dailydot.com,Democrat,10,3,13,Both,2,2,4,80
high,Positive,non_local,Mixed,www.dailydot.com,Democrat,10,3,13,Republican,0,1,1,80
high,Negative,all,Politics,www.dailydot.com,Democrat,10,3,13,Democrat,2,0,2,80
high,Negative,all,Mixed,www.dailydot.com,Democrat,10,3,13,Democrat,3,0,3,80
high,Negative,local,Mixed,www.dailydot.com,Democrat,10,3,13,Democrat,1,0,1,80
high,Negative,non_local,Politics,www.dailydot.com,Democrat,10,3,13,Democrat,2,0,2,80
high,Negative,non_local,Mixed,www.dailydot.com,Democrat,10,3,13,Democrat,2,0,2,80
high,Positive,all,Politics,www.dailydemocrat.com,Democrat,12,0,12,Democrat,5,0,5,92.5
high,Positive,all,Mixed,www.dailydemocrat.com,Democrat,12,0,12,Democrat,5,0,5,92.5
high,Positive,all,Non Politics,www.dailydemocrat.com,Democrat,12,0,12,Democrat,2,0,2,92.5
high,Positive,local,Mixed,www.dailydemocrat.com,Democrat,12,0,12,Democrat,3,0,3,92.5
high,Positive,local,Politics,www.dailydemocrat.com,Democrat,12,0,12,Democrat,2,0,2,92.5
high,Positive,local,Non Politics,www.dailydemocrat.com,Democrat,12,0,12,Democrat,1,0,1,92.5
high,Positive,non_local,Politics,www.dailydemocrat.com,Democrat,12,0,12,Democrat,3,0,3,92.5
high,Positive,non_local,Mixed,www.dailydemocrat.com,Democrat,12,0,12,Democrat,2,0,2,92.5
high,Positive,non_local,Non Politics,www.dailydemocrat.com,Democrat,12,0,12,Democrat,1,0,1,92.5
high,Positive,all,Mixed,www.dailycomet.com,Republican,0,3,3,Republican,0,1,1,95
high,Positive,non_local,Mixed,www.dailycomet.com,Republican,0,3,3,Republican,0,1,1,95
high,Negative,all,Mixed,www.dailycomet.com,Republican,0,3,3,Republican,0,2,2,95
high,Negative,local,Mixed,www.dailycomet.com,Republican,0,3,3,Republican,0,1,1,95
high,Negative,non_local,Mixed,www.dailycomet.com,Republican,0,3,3,Republican,0,1,1,95
high,Positive,all,Politics,www.dailycamera.com,Democrat,50,2,52,Democrat,9,1,10,92.5
high,Positive,all,Mixed,www.dailycamera.com,Democrat,50,2,52,Democrat,21,1,22,92.5
high,Positive,all,Non Politics,www.dailycamera.com,Democrat,50,2,52,Democrat,15,0,15,92.5
high,Positive,local,Mixed,www.dailycamera.com,Democrat,50,2,52,Democrat,16,1,17,92.5
high,Positive,local,Politics,www.dailycamera.com,Democrat,50,2,52,Democrat,9,1,10,92.5
high,Positive,local,Non Politics,www.dailycamera.com,Democrat,50,2,52,Democrat,14,0,14,92.5
high,Positive,non_local,Mixed,www.dailycamera.com,Democrat,50,2,52,Democrat,5,0,5,92.5
high,Positive,non_local,Non Politics,www.dailycamera.com,Democrat,50,2,52,Democrat,1,0,1,92.5
high,Negative,all,Politics,www.dailycamera.com,Democrat,50,2,52,Democrat,2,0,2,92.5
high,Negative,all,Mixed,www.dailycamera.com,Democrat,50,2,52,Democrat,1,0,1,92.5
high,Negative,all,Non Politics,www.dailycamera.com,Democrat,50,2,52,Democrat,2,0,2,92.5
high,Negative,local,Mixed,www.dailycamera.com,Democrat,50,2,52,Democrat,1,0,1,92.5
high,Negative,local,Non Politics,www.dailycamera.com,Democrat,50,2,52,Democrat,2,0,2,92.5
high,Negative,local,Politics,www.dailycamera.com,Democrat,50,2,52,Democrat,2,0,2,92.5
high,Positive,all,Politics,www.dailycaller.com,Republican,0,1,1,Republican,0,1,1,92.5
high,Positive,non_local,Politics,www.dailycaller.com,Republican,0,1,1,Republican,0,1,1,92.5
high,Positive,all,Politics,www.dailybulletin.com,Democrat,76,4,80,Democrat,7,1,8,92.5
high,Positive,all,Mixed,www.dailybulletin.com,Democrat,76,4,80,Democrat,41,1,42,92.5
high,Positive,all,Non Politics,www.dailybulletin.com,Democrat,76,4,80,Democrat,16,1,17,92.5
high,Positive,local,Mixed,www.dailybulletin.com,Democrat,76,4,80,Democrat,23,0,23,92.5
high,Positive,local,Politics,www.dailybulletin.com,Democrat,76,4,80,Democrat,3,0,3,92.5
high,Positive,local,Non Politics,www.dailybulletin.com,Democrat,76,4,80,Democrat,11,1,12,92.5
high,Positive,non_local,Politics,www.dailybulletin.com,Democrat,76,4,80,Democrat,4,1,5,92.5
high,Positive,non_local,Mixed,www.dailybulletin.com,Democrat,76,4,80,Democrat,18,1,19,92.5
high,Positive,non_local,Non Politics,www.dailybulletin.com,Democrat,76,4,80,Democrat,5,0,5,92.5
high,Negative,all,Politics,www.dailybulletin.com,Democrat,76,4,80,Both,1,1,2,92.5
high,Negative,all,Mixed,www.dailybulletin.com,Democrat,76,4,80,Democrat,10,0,10,92.5
high,Negative,all,Non Politics,www.dailybulletin.com,Democrat,76,4,80,Democrat,1,0,1,92.5
high,Negative,local,Mixed,www.dailybulletin.com,Democrat,76,4,80,Democrat,5,0,5,92.5
high,Negative,local,Non Politics,www.dailybulletin.com,Democrat,76,4,80,Democrat,1,0,1,92.5
high,Negative,local,Politics,www.dailybulletin.com,Democrat,76,4,80,Democrat,1,0,1,92.5
high,Negative,non_local,Politics,www.dailybulletin.com,Democrat,76,4,80,Republican,0,1,1,92.5
high,Negative,non_local,Mixed,www.dailybulletin.com,Democrat,76,4,80,Democrat,5,0,5,92.5
high,Positive,all,Politics,www.dailybreeze.com,Democrat,5,1,6,Democrat,1,0,1,92.5
high,Positive,all,Mixed,www.dailybreeze.com,Democrat,5,1,6,Democrat,2,1,3,92.5
high,Positive,local,Mixed,www.dailybreeze.com,Democrat,5,1,6,Democrat,1,0,1,92.5
high,Positive,non_local,Politics,www.dailybreeze.com,Democrat,5,1,6,Democrat,1,0,1,92.5
high,Positive,non_local,Mixed,www.dailybreeze.com,Democrat,5,1,6,Both,1,1,2,92.5
high,Negative,all,Politics,www.dailybreeze.com,Democrat,5,1,6,Democrat,1,0,1,92.5
high,Negative,all,Non Politics,www.dailybreeze.com,Democrat,5,1,6,Democrat,1,0,1,92.5
high,Negative,non_local,Politics,www.dailybreeze.com,Democrat,5,1,6,Democrat,1,0,1,92.5
high,Negative,non_local,Non Politics,www.dailybreeze.com,Democrat,5,1,6,Democrat,1,0,1,92.5
high,Positive,all,Mixed,www.dailyadvocate.com,Republican,0,2,2,Republican,0,2,2,80
high,Positive,local,Mixed,www.dailyadvocate.com,Republican,0,2,2,Republican,0,1,1,80
high,Positive,non_local,Mixed,www.dailyadvocate.com,Republican,0,2,2,Republican,0,1,1,80
high,Positive,all,Politics,www.currentargus.com,Democrat,17,0,17,Democrat,3,0,3,100
high,Positive,all,Mixed,www.currentargus.com,Democrat,17,0,17,Democrat,10,0,10,100
high,Positive,all,Non Politics,www.currentargus.com,Democrat,17,0,17,Democrat,3,0,3,100
high,Positive,local,Mixed,www.currentargus.com,Democrat,17,0,17,Democrat,5,0,5,100
high,Positive,local,Politics,www.currentargus.com,Democrat,17,0,17,Democrat,1,0,1,100
high,Positive,local,Non Politics,www.currentargus.com,Democrat,17,0,17,Democrat,3,0,3,100
high,Positive,non_local,Politics,www.currentargus.com,Democrat,17,0,17,Democrat,2,0,2,100
high,Positive,non_local,Mixed,www.currentargus.com,Democrat,17,0,17,Democrat,5,0,5,100
high,Negative,all,Mixed,www.currentargus.com,Democrat,17,0,17,Democrat,1,0,1,100
high,Negative,local,Mixed,www.currentargus.com,Democrat,17,0,17,Democrat,1,0,1,100
high,Positive,all,Politics,www.curbed.com,Democrat,10,0,10,Democrat,1,0,1,90
high,Positive,all,Mixed,www.curbed.com,Democrat,10,0,10,Democrat,5,0,5,90
high,Positive,all,Non Politics,www.curbed.com,Democrat,10,0,10,Democrat,1,0,1,90
high,Positive,local,Mixed,www.curbed.com,Democrat,10,0,10,Democrat,3,0,3,90
high,Positive,local,Politics,www.curbed.com,Democrat,10,0,10,Democrat,1,0,1,90
high,Positive,local,Non Politics,www.curbed.com,Democrat,10,0,10,Democrat,1,0,1,90
high,Positive,non_local,Mixed,www.curbed.com,Democrat,10,0,10,Democrat,2,0,2,90
high,Negative,all,Mixed,www.curbed.com,Democrat,10,0,10,Democrat,2,0,2,90
high,Negative,all,Non Politics,www.curbed.com,Democrat,10,0,10,Democrat,1,0,1,90
high,Negative,local,Mixed,www.curbed.com,Democrat,10,0,10,Democrat,1,0,1,90
high,Negative,local,Non Politics,www.curbed.com,Democrat,10,0,10,Democrat,1,0,1,90
high,Negative,non_local,Mixed,www.curbed.com,Democrat,10,0,10,Democrat,1,0,1,90
high,Positive,all,Politics,www.ctpost.com,Democrat,35,0,35,Democrat,6,0,6,100
high,Positive,all,Mixed,www.ctpost.com,Democrat,35,0,35,Democrat,14,0,14,100
high,Positive,all,Non Politics,www.ctpost.com,Democrat,35,0,35,Democrat,4,0,4,100
high,Positive,local,Mixed,www.ctpost.com,Democrat,35,0,35,Democrat,7,0,7,100
